#feature                                                         ;occurence
CONFIG_COMEDI_AMPLC_DIO200_ISA                                  ;10
CONFIG_COMEDI_ADDI_APCI_1500                                    ;7
CONFIG_COMEDI_ADDI_APCI_1516                                    ;9
CONFIG_COMEDI_ADL_PCI9118                                       ;8
CONFIG_COMEDI_ADV_PCI1710                                       ;8
CONFIG_COMEDI_ADV_PCI1723                                       ;8
CONFIG_COMEDI_AMPLC_DIO200_PCI                                  ;8
CONFIG_COMEDI_CONTEC_PCI_DIO                                    ;7
CONFIG_COMEDI_CB_PCIDAS                                         ;7
CONFIG_COMEDI_CB_PCIMDDA                                        ;9
CONFIG_COMEDI_NI_660X                                           ;7
CONFIG_COMEDI_USB_DRIVERS                                       ;11
CONFIG_COMEDI_DT9812                                            ;7
CONFIG_COMEDI_NI_USB6501                                        ;8
CONFIG_COMEDI_USBDUX                                            ;5
CONFIG_COMEDI_USBDUXFAST                                        ;5
CONFIG_COMEDI_USBDUXSIGMA                                       ;8
CONFIG_COMEDI_AMPLC_DIO200                                      ;13
CONFIG_UNISYS_VISORNIC                                          ;2
CONFIG_UNISYS_VISORINPUT                                        ;5
CONFIG_COMMON_CLK_XLNX_CLKWZRD                                  ;11
CONFIG_CRYPTO_DEV_CCREE                                         ;11
CONFIG_FUJITSU_TABLET                                           ;18
CONFIG_INTEL_HID_EVENT                                          ;18
CONFIG_INTEL_IPS                                                ;14
CONFIG_CROS_EC_LPC                                              ;18
CONFIG_CROS_EC_LPC_MEC                                          ;8
CONFIG_COMMON_CLK_RK808                                         ;17
CONFIG_COMMON_CLK_VC5                                           ;18
CONFIG_VME_BUS                                                  ;26
CONFIG_VME_CA91CX42                                             ;19
CONFIG_VME_FAKE                                                 ;16
CONFIG_VME_PIO2                                                 ;8
CONFIG_PWM_CRC                                                  ;9
CONFIG_LIBNVDIMM                                                ;21
CONFIG_BLK_DEV_PMEM                                             ;10
CONFIG_ND_BLK                                                   ;16
CONFIG_ND_CLAIM                                                 ;9
CONFIG_ND_BTT                                                   ;9
CONFIG_BTT                                                      ;9
CONFIG_ISCSI_IBFT                                               ;2
CONFIG_REISERFS_FS_POSIX_ACL                                    ;9
CONFIG_BEFS_DEBUG                                               ;10
CONFIG_JFFS2_FS_WRITEBUFFER                                     ;16
CONFIG_JFFS2_FS_WBUF_VERIFY                                     ;9
CONFIG_JFFS2_CMODE_NONE                                         ;2
CONFIG_ROMFS_BACKED_BY_BOTH                                     ;6
CONFIG_UFS_DEBUG                                                ;10
CONFIG_DEBUG_INFO_DWARF4                                        ;11
CONFIG_HARDENED_USERCOPY_PAGESPAN                               ;18
CONFIG_HAVE_KVM_IRQCHIP                                         ;6
CONFIG_HAVE_KVM_IRQFD                                           ;6
CONFIG_HAVE_KVM_IRQ_ROUTING                                     ;6
CONFIG_HAVE_KVM_EVENTFD                                         ;6
CONFIG_KVM_MMIO                                                 ;6
CONFIG_KVM_ASYNC_PF                                             ;6
CONFIG_HAVE_KVM_MSI                                             ;6
CONFIG_HAVE_KVM_CPU_RELAX_INTERCEPT                             ;6
CONFIG_KVM_VFIO                                                 ;6
CONFIG_KVM_GENERIC_DIRTYLOG_READ_PROTECT                        ;6
CONFIG_KVM_COMPAT                                               ;2
CONFIG_HAVE_KVM_IRQ_BYPASS                                      ;6
CONFIG_KVM                                                      ;6
CONFIG_KVM_INTEL                                                ;3
CONFIG_KVM_AMD                                                  ;4
CONFIG_DECOMPRESS_XZ                                            ;21
CONFIG_OPROFILE_EVENT_MULTIPLEX                                 ;16
CONFIG_MODULE_COMPRESS_GZIP                                     ;12
CONFIG_X86_32_NON_STANDARD                                      ;9
CONFIG_ARCH_DISCONTIGMEM_ENABLE                                 ;3
CONFIG_ARCH_DISCONTIGMEM_DEFAULT                                ;3
CONFIG_PM_TRACE                                                 ;11
CONFIG_PM_TRACE_RTC                                             ;11
CONFIG_CPU_FREQ_DEFAULT_GOV_SCHEDUTIL                           ;4
CONFIG_PD6729                                                   ;19
CONFIG_INPUT_RETU_PWRBUTTON                                     ;14
CONFIG_I2C_PXA                                                  ;7
CONFIG_I2C_PXA_PCI                                              ;7
CONFIG_GPIO_SODAVILLE                                           ;15
CONFIG_SENSORS_FTSTEUTATES                                      ;35
CONFIG_SP5100_TCO                                               ;24
CONFIG_HP_WATCHDOG                                              ;24
CONFIG_HPWDT_NMI_DECODING                                       ;12
CONFIG_SCx200_WDT                                               ;3
CONFIG_INTEL_MEI_WDT                                            ;18
CONFIG_PCIPCWATCHDOG                                            ;19
CONFIG_WDTPCI                                                   ;19
CONFIG_SSB_PCMCIAHOST                                           ;16
CONFIG_IR_ENE                                                   ;3
CONFIG_IR_SERIAL_TRANSMITTER                                    ;5
CONFIG_VIDEO_VIVID                                              ;4
CONFIG_VIDEO_VIVID_CEC                                          ;2
CONFIG_VIDEO_VIVID_MAX_DEVS                                     ;4
CONFIG_DVB_PLATFORM_DRIVERS                                     ;8
CONFIG_SMS_SIANO_RC                                             ;4
CONFIG_VIDEO_V4L2_TPG                                           ;5
CONFIG_FB_GEODE_GX1                                             ;10
CONFIG_MMC_SDHCI_OF_ARASAN                                      ;7
CONFIG_MMC_TIFM_SD                                              ;20
CONFIG_MMC_SDHCI_XENON                                          ;14
CONFIG_VME_TSI148                                               ;13
CONFIG_TMPFS_POSIX_ACL                                          ;20
CONFIG_FONT_AUTOSELECT                                          ;8
CONFIG_RD_LZMA                                                  ;23
CONFIG_MODULE_SIG_SHA256                                        ;8
CONFIG_TRIM_UNUSED_KSYMS                                        ;10
CONFIG_BXT_WC_PMIC_OPREGION                                     ;2
CONFIG_X86_ACPI_CPUFREQ_CPB                                     ;4
CONFIG_PCIEASPM_DEBUG                                           ;8
CONFIG_PARPORT_SERIAL                                           ;2
CONFIG_BLK_DEV_VIA82CXXX                                        ;18
CONFIG_MD_AUTODETECT                                            ;11
CONFIG_DM_MULTIPATH                                             ;11
CONFIG_DM_MULTIPATH_QL                                          ;9
CONFIG_DM_FLAKEY                                                ;15
CONFIG_DM_INTEGRITY                                             ;11
CONFIG_FUSION_LOGGING                                           ;13
CONFIG_INPUT_POWERMATE                                          ;10
CONFIG_GPIO_EXAR                                                ;4
CONFIG_FB_RIVA_BACKLIGHT                                        ;17
CONFIG_FB_VIA_DIRECT_PROCFS                                     ;17
CONFIG_BACKLIGHT_CARILLO_RANCH                                  ;16
CONFIG_BACKLIGHT_AS3711                                         ;25
CONFIG_SND_ALS4000                                              ;4
CONFIG_SND_AU8820                                               ;8
CONFIG_SND_BT87X_OVERCLOCK                                      ;5
CONFIG_SND_RME9652                                              ;6
CONFIG_SND_YMFPCI                                               ;9
CONFIG_SND_SOC_IMG_PARALLEL_OUT                                 ;12
CONFIG_SND_SOC_INTEL_HASWELL_MACH                               ;4
CONFIG_SND_SOC_INTEL_BDW_RT5677_MACH                            ;4
CONFIG_SND_SOC_INTEL_CHT_BSW_RT5645_MACH                        ;5
CONFIG_SND_SOC_INTEL_SKL_RT286_MACH                             ;9
CONFIG_USB_PCI                                                  ;17
CONFIG_USB_OHCI_HCD_PCI                                         ;8
CONFIG_USB_DWC2_HOST                                            ;17
CONFIG_USB_DWC2_PCI                                             ;6
CONFIG_MMC_SDHCI_PCI                                            ;15
CONFIG_MMC_SDHCI_ACPI                                           ;11
CONFIG_MEMSTICK_REALTEK_USB                                     ;15
CONFIG_EDAC_I7CORE                                              ;4
CONFIG_EDAC_SBRIDGE                                             ;1
CONFIG_EDAC_SKX                                                 ;3
CONFIG_EDAC_PND2                                                ;3
CONFIG_INTEL_MIC_X100_DMA                                       ;8
CONFIG_KS0108                                                   ;11
CONFIG_KS0108_PORT                                              ;11
CONFIG_KS0108_DELAY                                             ;11
CONFIG_COMEDI_ADDI_APCI_3120                                    ;7
CONFIG_COMEDI_ADV_PCI1760                                       ;8
CONFIG_COMEDI_JR3_PCI                                           ;7
CONFIG_COMEDI_NI_PCIDIO                                         ;9
CONFIG_AD7606                                                   ;22
CONFIG_AD7606_IFACE_PARALLEL                                    ;13
CONFIG_ADT7316_I2C                                              ;12
CONFIG_TYPEC_FUSB302                                            ;10
CONFIG_ACER_WMI                                                 ;14
CONFIG_MSI_WMI                                                  ;15
CONFIG_INTEL_RST                                                ;13
CONFIG_SURFACE_3_BUTTON                                         ;6
CONFIG_SILEAD_DMI                                               ;4
CONFIG_VMIVME_7805                                              ;14
CONFIG_VME_USER                                                 ;10
CONFIG_GOOGLE_COREBOOT_TABLE_ACPI                               ;18
CONFIG_GOOGLE_MEMCONSOLE_X86_LEGACY                             ;8
CONFIG_GOOGLE_VPD                                               ;15
CONFIG_XFS_WARN                                                 ;10
CONFIG_HFSPLUS_FS_POSIX_ACL                                     ;10
CONFIG_SQUASHFS_4K_DEVBLK_SIZE                                  ;8
CONFIG_SQUASHFS_EMBEDDED                                        ;9
CONFIG_DECOMPRESS_LZMA                                          ;23
CONFIG_MODULE_SIG_SHA384                                        ;4
CONFIG_PACKET_DIAG                                              ;13
CONFIG_NET_FOU_IP_TUNNELS                                       ;6
CONFIG_TCP_CONG_ADVANCED                                        ;8
CONFIG_TCP_CONG_BIC                                             ;6
CONFIG_TCP_CONG_HTCP                                            ;4
CONFIG_TCP_CONG_HSTCP                                           ;6
CONFIG_TCP_CONG_HYBLA                                           ;7
CONFIG_TCP_CONG_NV                                              ;7
CONFIG_TCP_CONG_SCALABLE                                        ;5
CONFIG_TCP_CONG_LP                                              ;5
CONFIG_TCP_CONG_VENO                                            ;7
CONFIG_TCP_CONG_ILLINOIS                                        ;6
CONFIG_TCP_CONG_CDG                                             ;6
CONFIG_TCP_CONG_BBR                                             ;7
CONFIG_DEFAULT_HTCP                                             ;3
CONFIG_IP_DCCP_CCID3_DEBUG                                      ;1
CONFIG_IP_DCCP_TFRC_DEBUG                                       ;1
CONFIG_NET_DCCPPROBE                                            ;1
CONFIG_RDS_TCP                                                  ;8
CONFIG_ATM_CLIP_NO_ICMP                                         ;2
CONFIG_NET_TCPPROBE                                             ;1
CONFIG_JOYSTICK_WALKERA0701                                     ;7
CONFIG_INPUT_MAX8997_HAPTIC                                     ;10
CONFIG_INPUT_PWM_BEEPER                                         ;19
CONFIG_MEDIA_CONTROLLER_DVB                                     ;6
CONFIG_DVB_NET                                                  ;5
CONFIG_SND_SEQ_DUMMY                                            ;11
CONFIG_SND_SEQUENCER_OSS                                        ;5
CONFIG_SND_SEQ_HRTIMER_DEFAULT                                  ;5
CONFIG_SND_SEQ_VIRMIDI                                          ;7
CONFIG_SND_VIRMIDI                                              ;7
CONFIG_SND_MTS64                                                ;6
CONFIG_RTC_INTF_DEV_UIE_EMUL                                    ;8
CONFIG_RTC_DRV_PALMAS                                           ;14
CONFIG_IIO_CROS_EC_SENSORS                                      ;14
CONFIG_SAMPLE_KPROBES                                           ;4
CONFIG_SAMPLE_KDB                                               ;5
CONFIG_SECURITY_SMACK                                           ;5
CONFIG_SECURITY_SMACK_BRINGUP                                   ;4
CONFIG_SECURITY_SMACK_APPEND_SIGNALS                            ;2
CONFIG_SECURITY_APPARMOR_HASH                                   ;3
CONFIG_SECURITY_APPARMOR_HASH_DEFAULT                           ;1
CONFIG_SECURITY_APPARMOR_DEBUG                                  ;3
CONFIG_SECURITY_APPARMOR_DEBUG_MESSAGES                         ;3
CONFIG_RD_LZO                                                   ;18
CONFIG_NOHIGHMEM                                                ;16
CONFIG_ACPI_APEI_GHES                                           ;10
CONFIG_ACPI_APEI_EINJ                                           ;9
CONFIG_ACPI_APEI_ERST_DEBUG                                     ;10
CONFIG_HOTPLUG_PCI_PCIE                                         ;9
CONFIG_KEYBOARD_TWL4030                                         ;13
CONFIG_MOUSE_PS2_ELANTECH                                       ;16
CONFIG_SERIAL_PCH_UART                                          ;17
CONFIG_GPIO_STMPE                                               ;14
CONFIG_GPIO_TIMBERDALE                                          ;10
CONFIG_THERMAL_OF                                               ;16
CONFIG_QORIQ_THERMAL                                            ;7
CONFIG_WM8350_WATCHDOG                                          ;13
CONFIG_TWL4030_WATCHDOG                                         ;17
CONFIG_ALIM1535_WDT                                             ;21
CONFIG_RDC321X_WDT                                              ;11
CONFIG_REGULATOR_MAX8973                                        ;11
CONFIG_IR_SHARP_DECODER                                         ;8
CONFIG_VIDEO_CX18                                               ;3
CONFIG_VIDEO_CX88                                               ;3
CONFIG_VIDEO_SAA7134                                            ;8
CONFIG_VIDEO_SAA7134_RC                                         ;4
CONFIG_VIDEO_SAA7134_DVB                                        ;4
CONFIG_VIDEO_SAA7164                                            ;5
CONFIG_DVB_BUDGET_CORE                                          ;6
CONFIG_DVB_BUDGET                                               ;6
CONFIG_DVB_BUDGET_CI                                            ;3
CONFIG_DVB_BUDGET_AV                                            ;5
CONFIG_DVB_BUDGET_PATCH                                         ;3
CONFIG_DVB_PT1                                                  ;5
CONFIG_DVB_DDBRIDGE                                             ;4
CONFIG_DVB_SMIPCIE                                              ;4
CONFIG_DVB_STV0900                                              ;10
CONFIG_DRM_I915_DEBUG_GEM                                       ;4
CONFIG_DRM_PANEL_INNOLUX_P079ZCA                                ;21
CONFIG_DRM_PANEL_SHARP_LS043T1LE01                              ;18
CONFIG_DRM_MXS                                                  ;13
CONFIG_DRM_MXSFB                                                ;13
CONFIG_MMC_RICOH_MMC                                            ;5
CONFIG_DVB_CXD2099                                              ;4
CONFIG_ION_SYSTEM_HEAP                                          ;7
CONFIG_STAGING_BOARD                                            ;10
CONFIG_GREYBUS_SDIO                                             ;8
CONFIG_ASUS_WMI                                                 ;8
CONFIG_ASUS_NB_WMI                                              ;4
CONFIG_EEEPC_WMI                                                ;6
CONFIG_ACPI_TOSHIBA                                             ;8
CONFIG_PWM_ATMEL_HLCDC_PWM                                      ;14
CONFIG_PWM_TWL_LED                                              ;22
CONFIG_EFI_CAPSULE_QUIRK_QUARK_CSH                              ;3
CONFIG_OF_RECONFIG_NOTIFIER_ERROR_INJECT                        ;15
CONFIG_CRYPTO_DEV_GEODE                                         ;9
CONFIG_CRYPTO_DEV_HIFN_795X                                     ;8
CONFIG_DECOMPRESS_LZO                                           ;18
CONFIG_XEN_DEBUG_FS                                             ;5
CONFIG_YENTA_O2                                                 ;18
CONFIG_YENTA_RICOH                                              ;19
CONFIG_MAC802154                                                ;14
CONFIG_CAN_PEAK_PCI                                             ;4
CONFIG_LWTUNNEL_BPF                                             ;12
CONFIG_MTD_OTP                                                  ;11
CONFIG_MTD_NAND_DENALI_DT                                       ;12
CONFIG_MTD_NAND_DISKONCHIP_PROBE_ADVANCED                       ;13
CONFIG_INTEL_MIC_HOST                                           ;1
CONFIG_SCIF                                                     ;7
CONFIG_MIC_COSM                                                 ;5
CONFIG_GPIO_PALMAS                                              ;19
CONFIG_XEN_WDT                                                  ;2
CONFIG_FB_RIVA_I2C                                              ;16
CONFIG_SND_SEQ_MIDI_EMUL                                        ;4
CONFIG_SND_OPL3_LIB_SEQ                                         ;4
CONFIG_SND_CS46XX_NEW_DSP                                       ;2
CONFIG_SND_EMU10K1X                                             ;4
CONFIG_SND_DESIGNWARE_PCM                                       ;4
CONFIG_SND_AUDIO_GRAPH_CARD                                     ;9
CONFIG_XEN_DEV_EVTCHN                                           ;5
CONFIG_XENFS                                                    ;4
CONFIG_XEN_COMPAT_XENFS                                         ;2
CONFIG_IEEE802154_NL802154_EXPERIMENTAL                         ;16
CONFIG_NET_SCH_FQ                                               ;13
CONFIG_NET_CLS_RSVP                                             ;15
CONFIG_NET_ACT_GACT                                             ;10
CONFIG_NET_ACT_NAT                                              ;8
CONFIG_NET_ACT_SKBEDIT                                          ;11
CONFIG_NET_ACT_VLAN                                             ;6
CONFIG_NET_ACT_IFE                                              ;8
CONFIG_NET_IFE_SKBPRIO                                          ;5
CONFIG_NET_IFE_SKBTCINDEX                                       ;7
CONFIG_CFG80211_INTERNAL_REGDB                                  ;8
CONFIG_NFC_NXP_NCI_I2C                                          ;6
CONFIG_ASPEED_LPC_SNOOP                                         ;38
CONFIG_MDIO_BUS_MUX_BCM_IPROC                                   ;5
CONFIG_USB_IPHETH                                               ;5
CONFIG_MISDN_DSP                                                ;4
CONFIG_GPIO_TPS6586X                                            ;17
CONFIG_POWER_RESET_GEMINI_POWEROFF                              ;9
CONFIG_VIDEO_AU0828                                             ;5
CONFIG_VIDEO_AU0828_V4L2                                        ;2
CONFIG_DVB_IX2505V                                              ;12
CONFIG_USB_DWC2_VERBOSE                                         ;8
CONFIG_USB_DWC2_TRACK_MISSED_SOFS                               ;13
CONFIG_USB_QCOM_8X16_PHY                                        ;21
CONFIG_USB_ULPI_VIEWPORT                                        ;21
CONFIG_USB_F_SS_LB                                              ;8
CONFIG_USB_F_EEM                                                ;7
CONFIG_USB_CONFIGFS_EEM                                         ;7
CONFIG_USB_CONFIGFS_F_LB_SS                                     ;8
CONFIG_SAMSUNG_MC                                               ;11
CONFIG_EXYNOS_SROM                                              ;5
CONFIG_SUN4I_GPADC                                              ;15
CONFIG_PWM_CLPS711X                                             ;25
CONFIG_PWM_HIBVT                                                ;24
CONFIG_PWM_RCAR                                                 ;28
CONFIG_PWM_RENESAS_TPU                                          ;22
CONFIG_PWM_STM32                                                ;24
CONFIG_PWM_TWL                                                  ;16
CONFIG_PHY_BCM_NS_USB3                                          ;5
CONFIG_PHY_NS2_PCIE                                             ;2
CONFIG_KMEMCHECK_BITOPS_OK                                      ;5
CONFIG_INTEGRITY_AUDIT                                          ;6
CONFIG_MPSC                                                     ;4
CONFIG_X86_P6_NOP                                               ;6
CONFIG_NSC_FIR                                                  ;12
CONFIG_BT_BNEP_PROTO_FILTER                                     ;2
CONFIG_MAC80211_MHWMP_DEBUG                                     ;1
CONFIG_MAC80211_MESH_CSA_DEBUG                                  ;2
CONFIG_BLK_DEV_LOOP                                             ;16
CONFIG_BLK_DEV_LOOP_MIN_COUNT                                   ;16
CONFIG_BLK_DEV_CRYPTOLOOP                                       ;13
CONFIG_CDROM_PKTCDVD                                            ;21
CONFIG_CDROM_PKTCDVD_BUFFERS                                    ;21
CONFIG_CDROM_PKTCDVD_WCACHE                                     ;11
CONFIG_VIRTIO_BLK                                               ;14
CONFIG_VIRTIO_BLK_SCSI                                          ;8
CONFIG_NVME_TARGET_FCLOOP                                       ;12
CONFIG_BLK_DEV_SR_VENDOR                                        ;22
CONFIG_SCSI_PPA                                                 ;6
CONFIG_SCSI_LOWLEVEL_PCMCIA                                     ;15
CONFIG_SCSI_DH_HP_SW                                            ;10
CONFIG_SCSI_DH_ALUA                                             ;10
CONFIG_ATA_VERBOSE_ERROR                                        ;18
CONFIG_DM_MULTIPATH_ST                                          ;6
CONFIG_WIRELESS_WDS                                             ;6
CONFIG_WLAN_VENDOR_ADMTEK                                       ;6
CONFIG_ATH_COMMON                                               ;2
CONFIG_WLAN_VENDOR_ATH                                          ;5
CONFIG_ATH_DEBUG                                                ;1
CONFIG_ATH9K_HW                                                 ;2
CONFIG_ATH9K_COMMON                                             ;2
CONFIG_ATH9K                                                    ;2
CONFIG_ATH9K_WOW                                                ;1
CONFIG_ATH9K_CHANNEL_CONTEXT                                    ;1
CONFIG_ATH9K_PCOEM                                              ;1
CONFIG_ATH6KL                                                   ;2
CONFIG_ATH6KL_REGDOMAIN                                         ;2
CONFIG_WCN36XX                                                  ;1
CONFIG_WCN36XX_DEBUGFS                                          ;1
CONFIG_ATMEL                                                    ;4
CONFIG_PCMCIA_ATMEL                                             ;1
CONFIG_WLAN_VENDOR_BROADCOM                                     ;8
CONFIG_B43LEGACY                                                ;4
CONFIG_B43LEGACY_LEDS                                           ;3
CONFIG_B43LEGACY_DMA                                            ;4
CONFIG_B43LEGACY_DMA_MODE                                       ;3
CONFIG_BRCMUTIL                                                 ;6
CONFIG_BRCMSMAC                                                 ;4
CONFIG_BRCMFMAC                                                 ;6
CONFIG_WLAN_VENDOR_TI                                           ;6
CONFIG_WL1251                                                   ;3
CONFIG_WL18XX                                                   ;3
CONFIG_WLCORE                                                   ;4
CONFIG_MAC80211_HWSIM                                           ;4
CONFIG_SND_PCSP                                                 ;2
CONFIG_LIRC_STAGING                                             ;2
CONFIG_OCFS2_DEBUG_FS                                           ;5
CONFIG_F2FS_FS_POSIX_ACL                                        ;9
CONFIG_QUOTA_NETLINK_INTERFACE                                  ;11
CONFIG_ADFS_FS_RW                                               ;12
CONFIG_DEBUG_INFO_REDUCED                                       ;11
CONFIG_SLUB_MEMCG_SYSFS_ON                                      ;3
CONFIG_EFI_STUB                                                 ;8
CONFIG_EFI_MIXED                                                ;1
CONFIG_ACPI_TABLE_UPGRADE                                       ;10
CONFIG_MTD_PCMCIA_ANONYMOUS                                     ;5
CONFIG_SPI_CADENCE_QUADSPI                                      ;8
CONFIG_AHCI_IMX                                                 ;9
CONFIG_AHCI_CEVA                                                ;13
CONFIG_SATA_SIL24                                               ;16
CONFIG_DM_DEBUG_BLOCK_STACK_TRACING                             ;5
CONFIG_NVM_DEBUG                                                ;9
CONFIG_JOYSTICK_XPAD_FF                                         ;9
CONFIG_XILLYBUS_PCIE                                            ;10
CONFIG_PINCTRL_RZA1                                             ;5
CONFIG_PINCTRL_BERLIN                                           ;5
CONFIG_PINCTRL_BERLIN_BG4CT                                     ;5
CONFIG_PINCTRL_IPQ8074                                          ;6
CONFIG_PINCTRL_QCOM_SSBI_PMIC                                   ;5
CONFIG_PINCTRL_MT8135                                           ;5
CONFIG_PINCTRL_MT6397                                           ;5
CONFIG_HISI_THERMAL                                             ;8
CONFIG_OMAP4_THERMAL                                            ;6
CONFIG_QCOM_SPMI_TEMP_ALARM                                     ;13
CONFIG_SND_HDA_CODEC_CA0132_DSP                                 ;2
CONFIG_SND_FIREWORKS                                            ;4
CONFIG_SND_FIREWIRE_MOTU                                        ;5
CONFIG_SND_EP93XX_SOC                                           ;4
CONFIG_SND_SOC_INTEL_BYT_CHT_NOCODEC_MACH                       ;5
CONFIG_SND_MXS_SOC                                              ;3
CONFIG_SND_SOC_MXS_SGTL5000                                     ;3
CONFIG_SND_SOC_RK3288_HDMI_ANALOG                               ;3
CONFIG_SND_SAMSUNG_PCM                                          ;2
CONFIG_SND_SOC_LOWLAND                                          ;2
CONFIG_SND_SOC_ODROID                                           ;1
CONFIG_SND_SOC_ARNDALE_RT5631_ALC5631                           ;2
CONFIG_SND_SOC_STM32_SPDIFRX                                    ;4
CONFIG_SND_SOC_TEGRA_RT5640                                     ;3
CONFIG_SND_SOC_TEGRA_WM8903                                     ;3
CONFIG_SND_SOC_TEGRA_ALC5632                                    ;4
CONFIG_ZX_I2S                                                   ;2
CONFIG_SND_SOC_TWL4030                                          ;2
CONFIG_SND_SOC_WM8998                                           ;1
CONFIG_USB_STORAGE_DATAFAB                                      ;10
CONFIG_USB_STORAGE_FREECOM                                      ;12
CONFIG_USB_STORAGE_USBAT                                        ;10
CONFIG_USB_STORAGE_ALAUDA                                       ;10
CONFIG_USB_STORAGE_ENE_UB6250                                   ;13
CONFIG_USB_DWC3_OF_SIMPLE                                       ;14
CONFIG_RTC_DRV_TWL4030                                          ;7
CONFIG_RTC_DRV_OMAP                                             ;5
CONFIG_RTC_DRV_S3C                                              ;16
CONFIG_SUDMAC                                                   ;12
CONFIG_COMEDI_ADDI_APCI_1564                                    ;8
CONFIG_COMEDI_VMK80XX                                           ;6
CONFIG_GREYBUS_USB                                              ;3
CONFIG_BCM2835_VCHIQ_SUPPORT_MEMDUMP                            ;3
CONFIG_CCREE_FIPS_SUPPORT                                       ;4
CONFIG_CLK_QORIQ                                                ;8
CONFIG_QCOM_GDSC                                                ;10
CONFIG_COMMON_CLK_QCOM                                          ;10
CONFIG_APQ_GCC_8084                                             ;9
CONFIG_APQ_MMCC_8084                                            ;7
CONFIG_IPQ_GCC_4019                                             ;7
CONFIG_IPQ_GCC_806X                                             ;8
CONFIG_IPQ_LCC_806X                                             ;7
CONFIG_IPQ_GCC_8074                                             ;7
CONFIG_MSM_GCC_8660                                             ;8
CONFIG_MSM_GCC_8960                                             ;10
CONFIG_MDM_GCC_9615                                             ;9
CONFIG_MDM_LCC_9615                                             ;8
CONFIG_MSM_MMCC_8960                                            ;7
CONFIG_MSM_GCC_8974                                             ;10
CONFIG_MSM_GCC_8994                                             ;8
CONFIG_MSM_GCC_8996                                             ;10
CONFIG_MSM_MMCC_8996                                            ;7
CONFIG_S3C2443_COMMON_CLK                                       ;14
CONFIG_MTK_TIMER                                                ;21
CONFIG_JCORE_AIC                                                ;12
CONFIG_PHY_ROCKCHIP_INNO_USB2                                   ;9
CONFIG_EFI_VARS_PSTORE                                          ;7
CONFIG_APPLE_PROPERTIES                                         ;7
CONFIG_EFI_DEV_PATH_PARSER                                      ;7
CONFIG_EFIVAR_FS                                                ;14
CONFIG_JFFS2_SUMMARY                                            ;9
CONFIG_JFFS2_FS_POSIX_ACL                                       ;3
CONFIG_SQUASHFS_DECOMP_MULTI_PERCPU                             ;5
CONFIG_SQUASHFS_XATTR                                           ;9
CONFIG_SQUASHFS_LZO                                             ;10
CONFIG_FUNCTION_GRAPH_TRACER                                    ;9
CONFIG_FTRACE_SYSCALLS                                          ;22
CONFIG_TRACING_BRANCHES                                         ;11
CONFIG_BRANCH_TRACER                                            ;11
CONFIG_CRYPTO_DEV_CAVIUM_ZIP                                    ;3
CONFIG_CRYPTO_DEV_QCE                                           ;20
CONFIG_CRYPTO_DEV_SAFEXCEL                                      ;3
CONFIG_XEN_PV                                                   ;3
CONFIG_XEN_512GB                                                ;2
CONFIG_XEN_PVH                                                  ;1
CONFIG_FRONTSWAP                                                ;13
CONFIG_X86_AMD_FREQ_SENSITIVITY                                 ;6
CONFIG_YENTA_TOSHIBA                                            ;13
CONFIG_MTD_CK804XROM                                            ;15
CONFIG_SCSI_ADVANSYS                                            ;11
CONFIG_XEN_SCSI_FRONTEND                                        ;1
CONFIG_SCSI_DMX3191D                                            ;8
CONFIG_AHCI_XGENE                                               ;6
CONFIG_SATA_GEMINI                                              ;13
CONFIG_PATA_NS87410                                             ;6
CONFIG_PATA_OPTI                                                ;7
CONFIG_PATA_PCMCIA                                              ;5
CONFIG_PATA_LEGACY                                              ;8
CONFIG_FUSION_SPI                                               ;11
CONFIG_FUSION_SAS                                               ;14
CONFIG_FUSION_CTL                                               ;11
CONFIG_HYPERV_KEYBOARD                                          ;11
CONFIG_SERIAL_ALTERA_JTAGUART_CONSOLE_BYPASS                    ;12
CONFIG_SERIAL_PCH_UART_CONSOLE                                  ;5
CONFIG_HW_RANDOM_CAVIUM                                         ;5
CONFIG_PINCTRL_DA850_PUPD                                       ;6
CONFIG_PINCTRL_LPC18XX                                          ;5
CONFIG_PINCTRL_ASPEED_G4                                        ;5
CONFIG_PINCTRL_BCM281XX                                         ;3
CONFIG_PINCTRL_MSM8994                                          ;8
CONFIG_PINCTRL_MT8173                                           ;3
CONFIG_POWER_RESET_AS3722                                       ;5
CONFIG_POWER_RESET_PIIX4_POWEROFF                               ;9
CONFIG_TS4800_WATCHDOG                                          ;12
CONFIG_INTEL_SCU_WATCHDOG                                       ;2
CONFIG_INTEL_MID_WATCHDOG                                       ;3
CONFIG_VIDEOBUF_DVB                                             ;3
CONFIG_USB_GSPCA_CONEX                                          ;2
CONFIG_USB_GSPCA_DTCS033                                        ;3
CONFIG_USB_GSPCA_MR97310A                                       ;2
CONFIG_USB_GSPCA_OV519                                          ;3
CONFIG_USB_GSPCA_OV534_9                                        ;3
CONFIG_USB_GSPCA_PAC7302                                        ;2
CONFIG_USB_GSPCA_SONIXB                                         ;3
CONFIG_USB_GSPCA_SPCA508                                        ;2
CONFIG_USB_GSPCA_SPCA561                                        ;2
CONFIG_USB_GSPCA_STK014                                         ;3
CONFIG_USB_GSPCA_T613                                           ;2
CONFIG_USB_GSPCA_TV8532                                         ;3
CONFIG_VIDEO_CX231XX_DVB                                        ;3
