#feature                                                         ;occurence
CONFIG_UIO_PRUSS                                                ;35
CONFIG_COMEDI_PCMCIA_DRIVERS                                    ;12
CONFIG_COMEDI_CB_DAS16_CS                                       ;10
CONFIG_COMEDI_DAS08_CS                                          ;9
CONFIG_COMEDI_NI_LABPC_CS                                       ;7
CONFIG_COMEDI_NI_MIO_CS                                         ;9
CONFIG_COMEDI_8255_SA                                           ;25
CONFIG_COMEDI_NI_TIO                                            ;25
CONFIG_SPEAKUP                                                  ;15
CONFIG_SPEAKUP_SYNTH_ACNTPC                                     ;9
CONFIG_SPEAKUP_SYNTH_APOLLO                                     ;10
CONFIG_SPEAKUP_SYNTH_AUDPTR                                     ;14
CONFIG_SPEAKUP_SYNTH_BNS                                        ;12
CONFIG_SPEAKUP_SYNTH_DECTLK                                     ;10
CONFIG_SPEAKUP_SYNTH_DECPC                                      ;5
CONFIG_SPEAKUP_SYNTH_DTLK                                       ;10
CONFIG_SPEAKUP_SYNTH_KEYPC                                      ;8
CONFIG_SPEAKUP_SYNTH_LTLK                                       ;12
CONFIG_SPEAKUP_SYNTH_SPKOUT                                     ;9
CONFIG_FIREWIRE_SERIAL                                          ;12
CONFIG_FWTTY_MAX_TOTAL_PORTS                                    ;12
CONFIG_FWTTY_MAX_CARD_PORTS                                     ;12
CONFIG_CRYPTO_SKEIN                                             ;17
CONFIG_FB_TFT                                                   ;14
CONFIG_FB_TFT_BD663474                                          ;11
CONFIG_FB_TFT_HX8353D                                           ;10
CONFIG_FB_TFT_HX8357D                                           ;11
CONFIG_FB_TFT_ILI9163                                           ;9
CONFIG_FB_TFT_ILI9320                                           ;7
CONFIG_FB_TFT_ILI9325                                           ;7
CONFIG_FB_TFT_ILI9341                                           ;12
CONFIG_FB_TFT_ILI9481                                           ;11
CONFIG_FB_TFT_S6D02A1                                           ;10
CONFIG_FB_TFT_S6D1121                                           ;12
CONFIG_FB_TFT_SH1106                                            ;8
CONFIG_FB_TFT_SSD1306                                           ;11
CONFIG_FB_TFT_SSD1331                                           ;10
CONFIG_FB_TFT_SSD1351                                           ;7
CONFIG_FB_TFT_ST7735R                                           ;10
CONFIG_FB_TFT_ST7789V                                           ;11
CONFIG_FB_TFT_UC1701                                            ;11
CONFIG_FB_TFT_WATTEROTT                                         ;12
CONFIG_FB_FLEX                                                  ;6
CONFIG_FB_TFT_FBTFT_DEVICE                                      ;11
CONFIG_GREYBUS_FIRMWARE                                         ;10
CONFIG_GREYBUS_LOG                                              ;19
CONFIG_GREYBUS_POWER                                            ;20
CONFIG_GREYBUS_SPI                                              ;4
CONFIG_GREYBUS_ARCHE                                            ;18
CONFIG_TIMER_OF                                                 ;54
CONFIG_TIMER_PROBE                                              ;54
CONFIG_I8253_LOCK                                               ;52
CONFIG_CLKSRC_MMIO                                              ;54
CONFIG_BCM2835_TIMER                                            ;21
CONFIG_BCM_KONA_TIMER                                           ;24
CONFIG_DIGICOLOR_TIMER                                          ;25
CONFIG_FTTMR010_TIMER                                           ;26
CONFIG_MESON6_TIMER                                             ;32
CONFIG_ASM9260_TIMER                                            ;26
CONFIG_CLKSRC_DBX500_PRCMU                                      ;35
CONFIG_MXS_TIMER                                                ;30
CONFIG_NSPIRE_TIMER                                             ;32
CONFIG_INTEGRATOR_AP_TIMER                                      ;29
CONFIG_CLKSRC_DBX500_PRCMU_SCHED_CLOCK                          ;22
CONFIG_ARC_TIMERS                                               ;25
CONFIG_ARC_TIMERS_64BIT                                         ;15
CONFIG_ARMV7M_SYSTICK                                           ;28
CONFIG_ATMEL_ST                                                 ;29
CONFIG_CLKSRC_SAMSUNG_PWM                                       ;30
CONFIG_FSL_FTM_TIMER                                            ;30
CONFIG_OXNAS_RPS_TIMER                                          ;27
CONFIG_SH_TIMER_MTU2                                            ;26
CONFIG_RENESAS_OSTM                                             ;33
CONFIG_CLKSRC_PXA                                               ;30
CONFIG_H8300_TMR8                                               ;33
CONFIG_IOMMU_SUPPORT                                            ;47
CONFIG_IOMMU_IO_PGTABLE                                         ;18
CONFIG_IOMMU_IO_PGTABLE_ARMV7S                                  ;16
CONFIG_REMOTEPROC                                               ;54
CONFIG_OWL_PM_DOMAINS_HELPER                                    ;23
CONFIG_OWL_PM_DOMAINS                                           ;23
CONFIG_AT91_SOC_ID                                              ;28
CONFIG_MTK_INFRACFG                                             ;40
CONFIG_MTK_SCPSYS                                               ;28
CONFIG_SOC_RENESAS                                              ;30
CONFIG_SYSC_R8A7743                                             ;14
CONFIG_SYSC_R8A7745                                             ;15
CONFIG_SYSC_R8A7790                                             ;18
CONFIG_SYSC_R8A7791                                             ;15
CONFIG_SYSC_R8A7792                                             ;18
CONFIG_SYSC_R8A7794                                             ;19
CONFIG_SYSC_R8A7796                                             ;17
CONFIG_SYSC_RCAR                                                ;30
CONFIG_ROCKCHIP_GRF                                             ;54
CONFIG_SOC_TI                                                   ;48
CONFIG_UX500_SOC_ID                                             ;32
CONFIG_PM_DEVFREQ                                               ;60
CONFIG_DEVFREQ_GOV_SIMPLE_ONDEMAND                              ;50
CONFIG_DEVFREQ_GOV_PERFORMANCE                                  ;45
CONFIG_DEVFREQ_GOV_PASSIVE                                      ;43
CONFIG_PM_DEVFREQ_EVENT                                         ;38
CONFIG_EXTCON_USB_GPIO                                          ;60
CONFIG_MEMORY                                                   ;51
CONFIG_TS4800_IRQ                                               ;43
CONFIG_PHY_HI6220_USB                                           ;38
CONFIG_PHY_PXA_28NM_HSIC                                        ;67
CONFIG_PHY_RCAR_GEN3_USB3                                       ;35
CONFIG_PHY_ROCKCHIP_PCIE                                        ;33
CONFIG_PHY_ST_SPEAR1310_MIPHY                                   ;40
CONFIG_NVMEM_IMX_IIM                                            ;31
CONFIG_NVMEM_IMX_OCOTP                                          ;36
CONFIG_NVMEM_LPC18XX_EEPROM                                     ;31
CONFIG_MTK_EFUSE                                                ;39
CONFIG_QCOM_QFPROM                                              ;37
CONFIG_ROCKCHIP_EFUSE                                           ;36
CONFIG_NVMEM_BCM_OCOTP                                          ;36
CONFIG_STM_DUMMY                                                ;37
CONFIG_FPGA_MGR_XILINX_SPI                                      ;18
CONFIG_FPGA_MGR_ZYNQ_FPGA                                       ;22
CONFIG_TEE                                                      ;30
CONFIG_DELL_RBU                                                 ;72
CONFIG_DMIID                                                    ;29
CONFIG_DMI_SYSFS                                                ;36
CONFIG_GOOGLE_FIRMWARE                                          ;50
CONFIG_EXT2_FS                                                  ;47
CONFIG_EXT3_FS_SECURITY                                         ;23
CONFIG_EXT4_FS_SECURITY                                         ;36
CONFIG_EXT4_ENCRYPTION                                          ;22
CONFIG_EXT4_FS_ENCRYPTION                                       ;22
CONFIG_XFS_FS                                                   ;29
CONFIG_XFS_QUOTA                                                ;17
CONFIG_XFS_POSIX_ACL                                            ;17
CONFIG_XFS_RT                                                   ;19
CONFIG_XFS_DEBUG                                                ;14
CONFIG_XFS_ASSERT_FATAL                                         ;9
CONFIG_GFS2_FS                                                  ;30
CONFIG_OCFS2_FS                                                 ;12
CONFIG_OCFS2_FS_O2CB                                            ;5
CONFIG_OCFS2_FS_STATS                                           ;8
CONFIG_BTRFS_FS                                                 ;38
CONFIG_NILFS2_FS                                                ;32
CONFIG_F2FS_STAT_FS                                             ;17
CONFIG_F2FS_CHECK_FS                                            ;20
CONFIG_MANDATORY_FILE_LOCKING                                   ;29
CONFIG_QUOTA_DEBUG                                              ;28
CONFIG_QUOTA_TREE                                               ;42
CONFIG_QFMT_V1                                                  ;35
CONFIG_QFMT_V2                                                  ;37
CONFIG_ZISOFS                                                   ;24
CONFIG_MSDOS_FS                                                 ;44
CONFIG_PROC_FS                                                  ;62
CONFIG_PROC_VMCORE                                              ;11
CONFIG_PROC_SYSCTL                                              ;39
CONFIG_PROC_PAGE_MONITOR                                        ;48
CONFIG_HUGETLBFS                                                ;50
CONFIG_HUGETLB_PAGE                                             ;50
CONFIG_ARCH_HAS_GIGANTIC_PAGE                                   ;34
CONFIG_NLS_CODEPAGE_737                                         ;60
CONFIG_NLS_CODEPAGE_860                                         ;73
CONFIG_NLS_CODEPAGE_863                                         ;66
CONFIG_NLS_CODEPAGE_865                                         ;71
CONFIG_NLS_CODEPAGE_866                                         ;65
CONFIG_NLS_CODEPAGE_936                                         ;59
CONFIG_NLS_ISO8859_8                                            ;68
CONFIG_NLS_CODEPAGE_1250                                        ;72
CONFIG_NLS_CODEPAGE_1251                                        ;62
CONFIG_NLS_ISO8859_3                                            ;70
CONFIG_NLS_ISO8859_6                                            ;64
CONFIG_NLS_KOI8_U                                               ;69
CONFIG_NLS_MAC_CENTEURO                                         ;62
CONFIG_NLS_MAC_CROATIAN                                         ;64
CONFIG_NLS_MAC_CYRILLIC                                         ;67
CONFIG_NLS_MAC_GAELIC                                           ;59
CONFIG_NLS_MAC_INUIT                                            ;63
CONFIG_PRINTK_TIME                                              ;28
CONFIG_UNUSED_SYMBOLS                                           ;50
CONFIG_HEADERS_CHECK                                            ;43
CONFIG_ARCH_HAS_KCOV                                            ;52
CONFIG_KCOV                                                     ;30
CONFIG_HARDLOCKUP_CHECK_TIMESTAMP                               ;52
CONFIG_PANIC_ON_OOPS                                            ;39
CONFIG_RCU_CPU_STALL_TIMEOUT                                    ;65
CONFIG_HAVE_FENTRY                                              ;58
CONFIG_TEST_UUID                                                ;64
CONFIG_TEST_PARMAN                                              ;26
CONFIG_DMA_API_DEBUG                                            ;45
CONFIG_TEST_USER_COPY                                           ;38
CONFIG_TEST_BPF                                                 ;16
CONFIG_TEST_SYSCTL                                              ;24
CONFIG_TEST_STATIC_KEYS                                         ;34
CONFIG_SAMPLE_KOBJECT                                           ;17
CONFIG_SAMPLE_HW_BREAKPOINT                                     ;16
CONFIG_SAMPLE_KFIFO                                             ;15
CONFIG_SAMPLE_CONFIGFS                                          ;17
CONFIG_SAMPLE_CONNECTOR                                         ;7
CONFIG_EARLY_PRINTK                                             ;54
CONFIG_IOMMU_STRESS                                             ;47
CONFIG_IO_DELAY_NONE                                            ;29
CONFIG_PERSISTENT_KEYRINGS                                      ;42
CONFIG_SECURITY                                                 ;31
CONFIG_SECURITY_NETWORK                                         ;19
CONFIG_SECURITY_NETWORK_XFRM                                    ;4
CONFIG_SECURITY_PATH                                            ;20
CONFIG_SECURITY_TOMOYO                                          ;10
CONFIG_SECURITY_TOMOYO_MAX_ACCEPT_ENTRY                         ;10
CONFIG_SECURITY_TOMOYO_MAX_AUDIT_LOG                            ;10
CONFIG_SECURITY_TOMOYO_POLICY_LOADER                            ;7
CONFIG_SECURITY_TOMOYO_ACTIVATION_TRIGGER                       ;7
CONFIG_SECURITY_YAMA                                            ;13
CONFIG_INTEGRITY                                                ;15
CONFIG_CRYPTO_AKCIPHER                                          ;89
CONFIG_CRYPTO_RSA                                               ;84
CONFIG_CRYPTO_USER                                              ;32
CONFIG_CRYPTO_PCRYPT                                            ;34
CONFIG_CRYPTO_TEST                                              ;40
CONFIG_CRYPTO_ECHAINIV                                          ;70
CONFIG_CRYPTO_CMAC                                              ;79
CONFIG_CRYPTO_VMAC                                              ;69
CONFIG_CRYPTO_CRCT10DIF                                         ;95
CONFIG_CRYPTO_POLY1305_X86_64                                   ;35
CONFIG_CRYPTO_RMD320                                            ;62
CONFIG_CRYPTO_SHA1                                              ;96
CONFIG_CRYPTO_SHA1_SSSE3                                        ;30
CONFIG_CRYPTO_SHA256_SSSE3                                      ;37
CONFIG_CRYPTO_SHA512_SSSE3                                      ;38
CONFIG_CRYPTO_SHA1_MB                                           ;37
CONFIG_CRYPTO_SHA256_MB                                         ;28
CONFIG_CRYPTO_SHA512_MB                                         ;30
CONFIG_CRYPTO_AES_X86_64                                        ;43
CONFIG_CRYPTO_BLOWFISH                                          ;64
CONFIG_CRYPTO_BLOWFISH_COMMON                                   ;74
CONFIG_CRYPTO_BLOWFISH_X86_64                                   ;34
CONFIG_CRYPTO_CAMELLIA_X86_64                                   ;50
CONFIG_CRYPTO_CAMELLIA_AESNI_AVX_X86_64                         ;45
CONFIG_CRYPTO_CAST5_AVX_X86_64                                  ;37
CONFIG_CRYPTO_CAST6_AVX_X86_64                                  ;34
CONFIG_CRYPTO_DES                                               ;86
CONFIG_CRYPTO_DES3_EDE_X86_64                                   ;33
CONFIG_CRYPTO_FCRYPT                                            ;74
CONFIG_CRYPTO_CHACHA20_X86_64                                   ;34
CONFIG_CRYPTO_SERPENT_SSE2_X86_64                               ;43
CONFIG_CRYPTO_SERPENT_AVX_X86_64                                ;44
CONFIG_CRYPTO_TWOFISH_X86_64                                    ;52
CONFIG_CRYPTO_TWOFISH_X86_64_3WAY                               ;50
CONFIG_CRYPTO_TWOFISH_AVX_X86_64                                ;36
CONFIG_CRYPTO_USER_API                                          ;42
CONFIG_CRYPTO_USER_API_HASH                                     ;25
CONFIG_CRYPTO_USER_API_SKCIPHER                                 ;30
CONFIG_CRYPTO_USER_API_RNG                                      ;28
CONFIG_GENERIC_NET_UTILS                                        ;56
CONFIG_STMP_DEVICE                                              ;50
CONFIG_ARCH_USE_CMPXCHG_LOCKREF                                 ;52
CONFIG_CRC_T10DIF                                               ;84
CONFIG_CRC32_SLICEBY8                                           ;22
CONFIG_RANDOM32_SELFTEST                                        ;56
CONFIG_XZ_DEC_POWERPC                                           ;44
CONFIG_TEXTSEARCH                                               ;10
CONFIG_TEXTSEARCH_KMP                                           ;10
CONFIG_TEXTSEARCH_BM                                            ;10
CONFIG_TEXTSEARCH_FSM                                           ;10
CONFIG_CPU_RMAP                                                 ;20
CONFIG_DQL                                                      ;42
CONFIG_NLATTR                                                   ;42
CONFIG_FONT_SUPPORT                                             ;37
CONFIG_FONTS                                                    ;15
CONFIG_FONT_8x8                                                 ;21
CONFIG_FONT_8x16                                                ;36
CONFIG_FONT_6x11                                                ;8
CONFIG_FONT_PEARL_8x8                                           ;6
CONFIG_FONT_MINI_4x6                                            ;7
CONFIG_FONT_SUN8x16                                             ;9
CONFIG_SG_SPLIT                                                 ;15
CONFIG_ARCH_HAS_PMEM_API                                        ;52
CONFIG_ARCH_HAS_UACCESS_FLUSHCACHE                              ;52
CONFIG_PARMAN                                                   ;39
CONFIG_HAVE_INTEL_TXT                                           ;7
CONFIG_X86_32_LAZY_GS                                           ;18
CONFIG_KERNEL_LZMA                                              ;17
CONFIG_GENERIC_MSI_IRQ                                          ;32
CONFIG_GENERIC_MSI_IRQ_DOMAIN                                   ;32
CONFIG_PREEMPT_RCU                                              ;35
CONFIG_IKCONFIG_PROC                                            ;23
CONFIG_MEMCG                                                    ;33
CONFIG_CGROUP_FREEZER                                           ;31
CONFIG_USER_NS                                                  ;15
CONFIG_UID16                                                    ;25
CONFIG_USERFAULTFD                                              ;59
CONFIG_EMBEDDED                                                 ;60
CONFIG_SLOB                                                     ;26
CONFIG_HAVE_CLK                                                 ;58
CONFIG_SECCOMP_FILTER                                           ;16
CONFIG_CC_STACKPROTECTOR_NONE                                   ;33
CONFIG_ISA_BUS_API                                              ;52
CONFIG_GCOV_FORMAT_3_4                                          ;20
CONFIG_GOLDFISH                                                 ;49
CONFIG_X86_INTEL_MID                                            ;9
CONFIG_X86_INTEL_QUARK                                          ;2
CONFIG_X86_INTEL_LPSS                                           ;18
CONFIG_X86_AMD_PLATFORM_DEVICE                                  ;20
CONFIG_PARAVIRT_DEBUG                                           ;15
CONFIG_MPENTIUMIII                                              ;3
CONFIG_X86_GENERIC                                              ;23
CONFIG_X86_INTEL_USERCOPY                                       ;34
CONFIG_APB_TIMER                                                ;9
CONFIG_PREEMPT                                                  ;35
CONFIG_UP_LATE_INIT                                             ;42
CONFIG_X86_UP_APIC                                              ;19
CONFIG_X86_REROUTE_FOR_BROKEN_BOOT_IRQS                         ;45
CONFIG_X86_MCELOG_LEGACY                                        ;23
CONFIG_PERF_EVENTS_INTEL_RAPL                                   ;30
CONFIG_PERF_EVENTS_INTEL_CSTATE                                 ;32
CONFIG_PERF_EVENTS_AMD_POWER                                    ;48
CONFIG_X86_LEGACY_VM86                                          ;28
CONFIG_VM86                                                     ;28
CONFIG_X86_ESPFIX32                                             ;18
CONFIG_VMSPLIT_1G                                               ;10
CONFIG_MMU_NOTIFIER                                             ;45
CONFIG_MEMORY_FAILURE                                           ;24
CONFIG_HWPOISON_INJECT                                          ;12
CONFIG_Z3FOLD                                                   ;42
CONFIG_PERCPU_STATS                                             ;52
CONFIG_MTRR_SANITIZER                                           ;34
CONFIG_MTRR_SANITIZER_ENABLE_DEFAULT                            ;34
CONFIG_MTRR_SANITIZER_SPARE_REG_NR_DEFAULT                      ;34
CONFIG_SECCOMP                                                  ;48
CONFIG_HZ_300                                                   ;22
CONFIG_COMPAT_VDSO                                              ;43
CONFIG_PM_OPP                                                   ;42
CONFIG_PM_CLK                                                   ;43
CONFIG_PM_GENERIC_DOMAINS_SLEEP                                 ;35
CONFIG_PM_GENERIC_DOMAINS_OF                                    ;28
CONFIG_ACPI                                                     ;36
CONFIG_ACPI_LEGACY_TABLES_LOOKUP                                ;36
CONFIG_ARCH_MIGHT_HAVE_ACPI_PDC                                 ;36
CONFIG_ACPI_SYSTEM_POWER_STATES_SUPPORT                         ;36
CONFIG_ACPI_DEBUGGER                                            ;19
CONFIG_ACPI_DEBUGGER_USER                                       ;15
CONFIG_ACPI_SLEEP                                               ;19
CONFIG_ACPI_EC_DEBUGFS                                          ;24
CONFIG_ACPI_AC                                                  ;22
CONFIG_ACPI_BATTERY                                             ;26
CONFIG_ACPI_BUTTON                                              ;29
CONFIG_ACPI_VIDEO                                               ;29
CONFIG_ACPI_FAN                                                 ;32
CONFIG_ACPI_DOCK                                                ;19
CONFIG_ACPI_CPU_FREQ_PSS                                        ;30
CONFIG_ACPI_PROCESSOR_CSTATE                                    ;36
CONFIG_ACPI_PROCESSOR_IDLE                                      ;30
CONFIG_ACPI_PROCESSOR                                           ;30
CONFIG_ACPI_IPMI                                                ;18
CONFIG_ACPI_PROCESSOR_AGGREGATOR                                ;23
CONFIG_ACPI_THERMAL                                             ;22
CONFIG_ACPI_CUSTOM_DSDT_FILE                                    ;20
CONFIG_ARCH_HAS_ACPI_TABLE_UPGRADE                              ;36
CONFIG_ACPI_DEBUG                                               ;26
CONFIG_ACPI_PCI_SLOT                                            ;20
CONFIG_X86_PM_TIMER                                             ;20
CONFIG_ACPI_CONTAINER                                           ;24
CONFIG_ACPI_HOTPLUG_IOAPIC                                      ;34
CONFIG_ACPI_SBS                                                 ;18
CONFIG_ACPI_HED                                                 ;30
CONFIG_HAVE_ACPI_APEI                                           ;36
CONFIG_HAVE_ACPI_APEI_NMI                                       ;36
CONFIG_ACPI_APEI                                                ;16
CONFIG_ACPI_APEI_MEMORY_FAILURE                                 ;4
CONFIG_DPTF_POWER                                               ;22
CONFIG_ACPI_WATCHDOG                                            ;14
CONFIG_PMIC_OPREGION                                            ;14
CONFIG_XPOWER_PMIC_OPREGION                                     ;4
CONFIG_ACPI_CONFIGFS                                            ;19
CONFIG_APM_DO_ENABLE                                            ;10
CONFIG_APM_CPU_IDLE                                             ;7
CONFIG_CPU_FREQ_DEFAULT_GOV_PERFORMANCE                         ;16
CONFIG_CPUFREQ_DT                                               ;20
CONFIG_CPUFREQ_DT_PLATDEV                                       ;20
CONFIG_X86_PCC_CPUFREQ                                          ;13
CONFIG_X86_SFI_CPUFREQ                                          ;5
CONFIG_X86_POWERNOW_K7_ACPI                                     ;3
CONFIG_X86_P4_CLOCKMOD                                          ;39
CONFIG_X86_CPUFREQ_NFORCE2                                      ;17
CONFIG_X86_LONGHAUL                                             ;5
CONFIG_CPU_IDLE_GOV_LADDER                                      ;56
CONFIG_PCI                                                      ;58
CONFIG_PCI_GOANY                                                ;13
CONFIG_PCI_BIOS                                                 ;20
CONFIG_PCI_DIRECT                                               ;51
CONFIG_PCI_MMCONFIG                                             ;22
CONFIG_PCI_DOMAINS                                              ;58
CONFIG_PCI_CNB20LE_QUIRK                                        ;25
CONFIG_PCI_BUS_ADDR_T_64BIT                                     ;42
CONFIG_PCI_MSI                                                  ;32
CONFIG_PCI_MSI_IRQ_DOMAIN                                       ;32
CONFIG_PCI_DEBUG                                                ;28
CONFIG_PCI_STUB                                                 ;38
CONFIG_PCI_ATS                                                  ;56
CONFIG_PCI_IOV                                                  ;42
CONFIG_PCI_PRI                                                  ;35
CONFIG_PCI_PASID                                                ;35
CONFIG_HOTPLUG_PCI                                              ;27
CONFIG_HOTPLUG_PCI_COMPAQ                                       ;7
CONFIG_HOTPLUG_PCI_IBM                                          ;6
CONFIG_HOTPLUG_PCI_ACPI                                         ;9
CONFIG_HOTPLUG_PCI_ACPI_IBM                                     ;5
CONFIG_HOTPLUG_PCI_CPCI                                         ;17
CONFIG_HOTPLUG_PCI_CPCI_ZT5550                                  ;9
CONFIG_HOTPLUG_PCI_CPCI_GENERIC                                 ;12
CONFIG_HOTPLUG_PCI_SHPC                                         ;17
CONFIG_PCIE_DW                                                  ;16
CONFIG_PCIE_DW_HOST                                             ;16
CONFIG_PCIE_DW_PLAT                                             ;16
CONFIG_PCIE_ROCKCHIP                                            ;8
CONFIG_PCI_SW_SWITCHTEC                                         ;46
CONFIG_ISA_BUS                                                  ;43
CONFIG_ISA                                                      ;17
CONFIG_NET5501                                                  ;24
CONFIG_AMD_NB                                                   ;44
CONFIG_PCMCIA_LOAD_CIS                                          ;22
CONFIG_CARDBUS                                                  ;25
CONFIG_YENTA                                                    ;27
CONFIG_YENTA_TI                                                 ;14
CONFIG_YENTA_ENE_TUNE                                           ;10
CONFIG_I82092                                                   ;22
CONFIG_I82365                                                   ;8
CONFIG_PCMCIA_PROBE                                             ;13
CONFIG_PCCARD_NONSTATIC                                         ;33
CONFIG_RAPIDIO                                                  ;37
CONFIG_RAPIDIO_DISC_TIMEOUT                                     ;37
CONFIG_RAPIDIO_ENUM_BASIC                                       ;30
CONFIG_RAPIDIO_CHMAN                                            ;26
CONFIG_RAPIDIO_TSI57X                                           ;24
CONFIG_RAPIDIO_CPS_XX                                           ;23
CONFIG_RAPIDIO_TSI568                                           ;24
CONFIG_RAPIDIO_CPS_GEN2                                         ;29
CONFIG_RAPIDIO_RXS_GEN3                                         ;26
CONFIG_X86_SYSFB                                                ;49
CONFIG_LLC2                                                     ;27
CONFIG_DCB                                                      ;23
CONFIG_VSOCKETS                                                 ;26
CONFIG_BT_DEBUGFS                                               ;14
CONFIG_BT_INTEL                                                 ;16
CONFIG_BT_RTL                                                   ;9
CONFIG_BT_HCIBTUSB                                              ;13
CONFIG_BT_HCIBTUSB_BCM                                          ;8
CONFIG_BT_HCIBTUSB_RTL                                          ;9
CONFIG_BT_HCIBTSDIO                                             ;4
CONFIG_BT_HCIBFUSB                                              ;13
CONFIG_BT_MRVL                                                  ;18
CONFIG_WIMAX                                                    ;26
CONFIG_WIMAX_DEBUG_LEVEL                                        ;26
CONFIG_RFKILL                                                   ;24
CONFIG_RFKILL_LEDS                                              ;22
CONFIG_RFKILL_INPUT                                             ;14
CONFIG_RFKILL_GPIO                                              ;16
CONFIG_NET_IFE                                                  ;27
CONFIG_PREVENT_FIRMWARE_BUILD                                   ;44
CONFIG_DEBUG_TEST_DRIVER_REMOVE                                 ;45
CONFIG_REGMAP_AC97                                              ;7
CONFIG_REGMAP_SPMI                                              ;39
CONFIG_CMA_SIZE_SEL_PERCENTAGE                                  ;2
CONFIG_DTC                                                      ;34
CONFIG_OF_ALL_DTBS                                              ;14
CONFIG_OF_ADDRESS_PCI                                           ;31
CONFIG_OF_PCI                                                   ;31
CONFIG_OF_PCI_IRQ                                               ;31
CONFIG_PNP                                                      ;44
CONFIG_ISAPNP                                                   ;10
CONFIG_PNPACPI                                                  ;36
CONFIG_IBM_ASM                                                  ;36
CONFIG_PHANTOM                                                  ;34
CONFIG_SGI_IOC4                                                 ;41
CONFIG_TIFM_CORE                                                ;52
CONFIG_TIFM_7XX1                                                ;34
CONFIG_ENCLOSURE_SERVICES                                       ;66
CONFIG_CS5535_MFGPT                                             ;19
CONFIG_CS5535_MFGPT_DEFAULT_IRQ                                 ;19
CONFIG_DS1682                                                   ;66
CONFIG_TI_DAC7512                                               ;26
CONFIG_VMWARE_BALLOON                                           ;19
CONFIG_PCH_PHUB                                                 ;26
CONFIG_LATTICE_ECP3_CONFIG                                      ;27
CONFIG_ASPEED_LPC_CTRL                                          ;31
CONFIG_PCI_ENDPOINT_TEST                                        ;38
CONFIG_C2PORT                                                   ;70
CONFIG_C2PORT_DURAMAR_2150                                      ;36
CONFIG_EEPROM_MAX6875                                           ;75
CONFIG_EEPROM_93XX46                                            ;26
CONFIG_CB710_CORE                                               ;45
CONFIG_CB710_DEBUG                                              ;23
CONFIG_CB710_DEBUG_ASSUMPTIONS                                  ;45
CONFIG_INTEL_MEI                                                ;58
CONFIG_INTEL_MEI_ME                                             ;42
CONFIG_INTEL_MEI_TXE                                            ;39
CONFIG_VMWARE_VMCI                                              ;40
CONFIG_INPUT_MOUSEDEV                                           ;59
CONFIG_INPUT_MOUSEDEV_PSAUX                                     ;26
CONFIG_INPUT_MOUSEDEV_SCREEN_X                                  ;59
CONFIG_INPUT_MOUSEDEV_SCREEN_Y                                  ;59
CONFIG_INPUT_MOUSE                                              ;46
CONFIG_MOUSE_SERIAL                                             ;29
CONFIG_MOUSE_APPLETOUCH                                         ;19
CONFIG_MOUSE_CYAPA                                              ;25
CONFIG_MOUSE_ELAN_I2C                                           ;33
CONFIG_MOUSE_INPORT                                             ;5
CONFIG_MOUSE_ATIXL                                              ;2
CONFIG_MOUSE_LOGIBM                                             ;5
CONFIG_MOUSE_PC110PAD                                           ;3
CONFIG_MOUSE_VSXXXAA                                            ;27
CONFIG_MOUSE_GPIO                                               ;26
CONFIG_MOUSE_SYNAPTICS_USB                                      ;19
CONFIG_TOUCHSCREEN_ATMEL_MXT                                    ;25
CONFIG_TOUCHSCREEN_ATMEL_MXT_T37                                ;10
CONFIG_TOUCHSCREEN_AUO_PIXCIR                                   ;23
CONFIG_TOUCHSCREEN_BU21013                                      ;25
CONFIG_TOUCHSCREEN_CY8CTMG110                                   ;28
CONFIG_TOUCHSCREEN_CYTTSP_CORE                                  ;27
CONFIG_TOUCHSCREEN_CYTTSP_I2C                                   ;19
CONFIG_TOUCHSCREEN_CYTTSP_SPI                                   ;7
CONFIG_TOUCHSCREEN_DA9034                                       ;11
CONFIG_TOUCHSCREEN_DYNAPRO                                      ;33
CONFIG_TOUCHSCREEN_HAMPSHIRE                                    ;35
CONFIG_TOUCHSCREEN_EGALAX                                       ;15
CONFIG_TOUCHSCREEN_GOODIX                                       ;24
CONFIG_TOUCHSCREEN_ELO                                          ;28
CONFIG_TOUCHSCREEN_WACOM_I2C                                    ;31
CONFIG_TOUCHSCREEN_MAX11801                                     ;24
CONFIG_TOUCHSCREEN_MCS5000                                      ;29
CONFIG_TOUCHSCREEN_MELFAS_MIP4                                  ;23
CONFIG_TOUCHSCREEN_HTCPEN                                       ;6
CONFIG_TOUCHSCREEN_PENMOUNT                                     ;31
CONFIG_TOUCHSCREEN_EDT_FT5X06                                   ;31
CONFIG_TOUCHSCREEN_MIGOR                                        ;15
CONFIG_TOUCHSCREEN_TOUCHWIN                                     ;28
CONFIG_TOUCHSCREEN_TI_AM335X_TSC                                ;15
CONFIG_TOUCHSCREEN_WDT87XX_I2C                                  ;26
CONFIG_TOUCHSCREEN_WM97XX                                       ;8
CONFIG_TOUCHSCREEN_WM9705                                       ;5
CONFIG_TOUCHSCREEN_WM9712                                       ;5
CONFIG_TOUCHSCREEN_WM9713                                       ;4
CONFIG_TOUCHSCREEN_USB_COMPOSITE                                ;11
CONFIG_TOUCHSCREEN_MX25                                         ;11
CONFIG_TOUCHSCREEN_MC13783                                      ;19
CONFIG_TOUCHSCREEN_USB_ITM                                      ;6
