xp; xp_val; conf; conf_val
PROC_PAGE_MONITOR; y; PROC_PAGE_MONITOR; y
SND_SOC_GTM601; y; SND_SOC_GTM601; y
VIDEO_TVAUDIO; y; VIDEO_TVAUDIO; y
BLK_DEV_LOOP_MIN_COUNT; 0; ; 
USB_NET_NET1080; y; USB_NET_NET1080; y
MSNDCLAS_IO; 0x0; ; 
USB_NET_CDC_MBIM; y; USB_NET_CDC_MBIM; y
USB_COMMON; y; USB_COMMON; y
DVB_SI2168; y; DVB_SI2168; y
FB_GEODE_LX; y; FB_GEODE_LX; y
ARMADA375_USBCLUSTER_PHY; y; ARMADA375_USBCLUSTER_PHY; y
FB_SYS_FILLRECT; y; FB_SYS_FILLRECT; y
M32R_CFC_NUM; 0; ; 
VIDEO_CX2341X; y; VIDEO_CX2341X; y
IO_DELAY_TYPE_0XED; 0; IO_DELAY_TYPE_0XED; 1
SND_SOC_TLV320AIC3X; y; SND_SOC_TLV320AIC3X; y
IRQ_WORK; y; IRQ_WORK; y
DEFAULT_TCP_CONG; "veno"; DEFAULT_TCP_CONG; "dctcp"
ARCH_USE_CMPXCHG_LOCKREF; y; ARCH_USE_CMPXCHG_LOCKREF; y
CMA_ALIGNMENT; 1; CMA_ALIGNMENT; 8
HAVE_ARCH_VMAP_STACK; y; HAVE_ARCH_VMAP_STACK; y
SND_SOC_WM8524; y; SND_SOC_WM8524; y
ATM_FORE200E_DEBUG; 1; ; 
VIDEO_SAA711X; y; VIDEO_SAA711X; y
SND_SOC_WM8727; y; SND_SOC_WM8727; y
BLK_DEV_OPTI621; y; BLK_DEV_OPTI621; y
INLINE_READ_UNLOCK_IRQ; y; INLINE_READ_UNLOCK_IRQ; y
SND_SOC_L3; y; SND_SOC_L3; y
DVB_S5H1411; y; DVB_S5H1411; y
ARCH_WANTS_THP_SWAP; y; ARCH_WANTS_THP_SWAP; y
SND_SOC_STAC9766; y; SND_SOC_STAC9766; y
SND_SOC_ES7134; y; SND_SOC_ES7134; y
USB_OHCI_HCD_PLATFORM; y; USB_OHCI_HCD_PLATFORM; y
SERIAL_CORE; y; SERIAL_CORE; y
SERIAL_MAX3100; y; SERIAL_MAX3100; y
VIDEO_CX25840; y; VIDEO_CX25840; y
DVB_DRXK; y; DVB_DRXK; y
DVB_STB0899; y; DVB_STB0899; y
RANDOMIZE_MEMORY_PHYSICAL_PADDING; 0x40; RANDOMIZE_MEMORY_PHYSICAL_PADDING; 0xa
ACPI_HOTPLUG_IOAPIC; y; ACPI_HOTPLUG_IOAPIC; y
DVB_TUNER_ITD1000; y; DVB_TUNER_ITD1000; y
COMEDI_ISADMA; y; COMEDI_ISADMA; y
MTD_PHYSMAP_COMPAT; y; MTD_PHYSMAP_COMPAT; y
MTD_PHYSMAP_START; 0x1; MTD_PHYSMAP_START; 0x1
DVB_USB_GP8PSK; y; DVB_USB_GP8PSK; y
DVB_OR51132; y; DVB_OR51132; y
XEN_SAVE_RESTORE; y; XEN_SAVE_RESTORE; y
ARCH_MMAP_RND_COMPAT_BITS_DEFAULT; 0; ; 
SND_SOC_STI_SAS; y; SND_SOC_STI_SAS; y
ANON_INODES; y; ANON_INODES; y
SIGNALFD; y; SIGNALFD; y
SND_SOC_AD1836; y; SND_SOC_AD1836; y
CRYPTO_MICHAEL_MIC; y; CRYPTO_MICHAEL_MIC; y
SND_SOC_WM_HUBS; y; SND_SOC_WM_HUBS; y
SND_SOC_WM8994; y; SND_SOC_WM8994; y
INLINE_WRITE_UNLOCK_IRQ; y; INLINE_WRITE_UNLOCK_IRQ; y
X86_FAST_FEATURE_TESTS; y; X86_FAST_FEATURE_TESTS; y
DVB_EC100; y; DVB_EC100; y
SND_SOC_SIGMADSP; y; SND_SOC_SIGMADSP; y
SND_SOC_SIGMADSP_REGMAP; y; SND_SOC_SIGMADSP_REGMAP; y
DMA_VIRT_OPS; y; DMA_VIRT_OPS; y
IP_VS_TAB_BITS; 8; ; 
SND_SOC_WM8960; y; SND_SOC_WM8960; y
ARM_VIC_NR; 2; ; 
ASN1; y; ASN1; y
MDIO_BUS_MUX; y; MDIO_BUS_MUX; y
DVB_CX24123; y; DVB_CX24123; y
GENERIC_PHY; y; GENERIC_PHY; y
IPV6_VTI; y; IPV6_VTI; y
CRYPTO_CRC32C; y; CRYPTO_CRC32C; y
DVB_CX24117; y; DVB_CX24117; y
DVB_CX24120; y; DVB_CX24120; y
PARPORT_NOT_PC; y; PARPORT_NOT_PC; y
SND_SOC_STA350; y; SND_SOC_STA350; y
MSNDPIN_MEM; 0x0; ; 
HAVE_LIVEPATCH; y; HAVE_LIVEPATCH; y
ARCH_HAS_CPU_RELAX; y; ARCH_HAS_CPU_RELAX; y
SECURITY_APPARMOR_BOOTPARAM_VALUE; 0; ; 
XEN_XENBUS_FRONTEND; y; XEN_XENBUS_FRONTEND; y
INPUT_XEN_KBDDEV_FRONTEND; y; INPUT_XEN_KBDDEV_FRONTEND; y
SND_SOC_WM8988; y; SND_SOC_WM8988; y
IPV6_GRE; y; IPV6_GRE; y
DRM_TTM; y; DRM_TTM; y
OUTPUT_FORMAT; "elf32-i386"; OUTPUT_FORMAT; "elf64-x86-64"
USB_EZUSB_FX2; y; USB_EZUSB_FX2; y
SND_SOC_NAU8540; y; SND_SOC_NAU8540; y
CRYPTO_KPP2; y; CRYPTO_KPP2; y
DCACHE_WORD_ACCESS; y; DCACHE_WORD_ACCESS; y
FHANDLE; y; FHANDLE; y
SND_SOC_CS42L73; y; SND_SOC_CS42L73; y
OPROFILE_NMI_TIMER; y; OPROFILE_NMI_TIMER; y
GENERIC_STRNCPY_FROM_USER; y; GENERIC_STRNCPY_FROM_USER; y
ARCH_MIGHT_HAVE_ACPI_PDC; y; ARCH_MIGHT_HAVE_ACPI_PDC; y
NEED_DMA_MAP_STATE; y; NEED_DMA_MAP_STATE; y
SWIOTLB; y; SWIOTLB; y
DVB_LGS8GXX; y; DVB_LGS8GXX; y
SCSI_SPI_ATTRS; y; SCSI_SPI_ATTRS; y
MEDIA_TUNER_FC0012; y; MEDIA_TUNER_FC0012; y
STACKTRACE; y; STACKTRACE; y
SECURITY_TOMOYO_POLICY_LOADER; ""; ; 
SND_SOC_WM8580; y; SND_SOC_WM8580; y
CONSOLE_LOGLEVEL_DEFAULT; 1; CONSOLE_LOGLEVEL_DEFAULT; 1
EDAC_ATOMIC_SCRUB; y; EDAC_ATOMIC_SCRUB; y
SND_HWDEP; y; SND_HWDEP; y
BFIN_TX_DESC_NUM; 10; ; 
FW_LOADER_USER_HELPER; y; FW_LOADER_USER_HELPER; y
LEDS_LP55XX_COMMON; y; LEDS_LP55XX_COMMON; y
NEED_PER_CPU_EMBED_FIRST_CHUNK; y; NEED_PER_CPU_EMBED_FIRST_CHUNK; y
SPLIT_PTLOCK_CPUS; 1; SPLIT_PTLOCK_CPUS; 4
VIDEO_SAA717X; y; VIDEO_SAA717X; y
DVB_CX24116; y; DVB_CX24116; y
BLK_DEV_RAM_COUNT; 1; ; 
OID_REGISTRY; y; OID_REGISTRY; y
CRYPTO_CRCT10DIF_PCLMUL; y; CRYPTO_CRCT10DIF_PCLMUL; y
SND_HDA_CODEC_CA0132_DSP; y; SND_HDA_CODEC_CA0132_DSP; y
NEED_PER_CPU_PAGE_FIRST_CHUNK; y; NEED_PER_CPU_PAGE_FIRST_CHUNK; y
VIDEOBUF_VMALLOC; y; VIDEOBUF_VMALLOC; y
DEFAULT_IOSCHED; ""; DEFAULT_IOSCHED; "cfq"
MEDIA_TUNER_MAX2165; y; MEDIA_TUNER_MAX2165; y
IRQ_FORCED_THREADING; y; IRQ_FORCED_THREADING; y
TRIX_BOOT_FILE; "/etc/sound/trxpro.hex"; ; 
THERMAL_EMERGENCY_POWEROFF_DELAY_MS; 0; THERMAL_EMERGENCY_POWEROFF_DELAY_MS; 0
DVB_GP8PSK_FE; y; DVB_GP8PSK_FE; y
NR_CPUS; 64; NR_CPUS; 1
SCLP_ASYNC_ID; ""; ; 
SERIAL_EARLYCON; y; SERIAL_EARLYCON; y
SND_SOC_AK4641; y; SND_SOC_AK4641; y
DVB_TDA10086; y; DVB_TDA10086; y
SCSI_SYM53C8XX_DMA_ADDRESSING_MODE; 1; SCSI_SYM53C8XX_DMA_ADDRESSING_MODE; 1
CRYPTO_MD5; y; CRYPTO_MD5; y
SND_SOC_TAS5720; y; SND_SOC_TAS5720; y
NEED_SG_DMA_LENGTH; y; NEED_SG_DMA_LENGTH; y
X86_SMAP; y; X86_SMAP; y
SERIAL_ARC_NR_PORTS; 1; SERIAL_ARC_NR_PORTS; 1
SND_HDA_CODEC_CONEXANT; y; SND_HDA_CODEC_CONEXANT; y
SBITMAP; y; SBITMAP; y
BOOTPARAM_HUNG_TASK_PANIC_VALUE; 0; BOOTPARAM_HUNG_TASK_PANIC_VALUE; 0
USB_NET_CDC_NCM; y; USB_NET_CDC_NCM; y
SND_SOC_CS4349; y; SND_SOC_CS4349; y
INLINE_READ_UNLOCK; y; INLINE_READ_UNLOCK; y
LEGACY_PTY_COUNT; 256; LEGACY_PTY_COUNT; 256
MEDIA_TUNER_QT1010; y; MEDIA_TUNER_QT1010; y
BFIN_RX_DESC_NUM; 64; ; 
UP_LATE_INIT; y; UP_LATE_INIT; y
FS_POSIX_ACL; y; FS_POSIX_ACL; y
EXPORTFS; y; EXPORTFS; y
DVB_TDA10048; y; DVB_TDA10048; y
SND_HDA_GENERIC; y; SND_HDA_GENERIC; y
SND_OXYGEN_LIB; y; SND_OXYGEN_LIB; y
SND_SOC_PCM3168A_SPI; y; SND_SOC_PCM3168A_SPI; y
CFG80211_CRDA_SUPPORT; y; CFG80211_CRDA_SUPPORT; y
SND_SOC_WM8996; y; SND_SOC_WM8996; y
RADIO_TYPHOON_MUTEFREQ; 0; ; 
SC6600_CDROM; 0; ; 
NETFILTER_XT_TARGET_HL; y; NETFILTER_XT_TARGET_HL; y
DEBUG_BUGVERBOSE; y; DEBUG_BUGVERBOSE; y
BUILDTIME_EXTABLE_SORT; y; BUILDTIME_EXTABLE_SORT; y
CRYPTO_RNG2; y; CRYPTO_RNG2; y
VM_EVENT_COUNTERS; y; VM_EVENT_COUNTERS; y
DVB_DIB7000P; y; DVB_DIB7000P; y
SND_ATMEL_SOC_DMA; y; SND_ATMEL_SOC_DMA; y
VIDEO_MT9M111; y; VIDEO_MT9M111; y
INLINE_SPIN_UNLOCK_IRQ; y; INLINE_SPIN_UNLOCK_IRQ; y
DVB_STV6110; y; DVB_STV6110; y
SND_SOC_ADAV801; y; SND_SOC_ADAV801; y
MTD_PHYSMAP_LEN; 0x0; MTD_PHYSMAP_LEN; 0x0
ZONE_DMA32; y; ZONE_DMA32; y
SND_SOC_PCM5102A; y; SND_SOC_PCM5102A; y
ARCH_MMAP_RND_COMPAT_BITS_MAX; 1; ARCH_MMAP_RND_COMPAT_BITS_MAX; 16
HAVE_CMPXCHG_DOUBLE; y; HAVE_CMPXCHG_DOUBLE; y
DVB_IX2505V; y; DVB_IX2505V; y
DVB_ISL6423; y; DVB_ISL6423; y
USB_NET_CDC_SUBSET_ENABLE; y; USB_NET_CDC_SUBSET_ENABLE; y
DVB_HELENE; y; DVB_HELENE; y
MAC80211_STA_HASH_MAX_SIZE; 1; MAC80211_STA_HASH_MAX_SIZE; 1
SND_JZ4740_SOC_I2S; y; SND_JZ4740_SOC_I2S; y
RADIO_SI476X; y; RADIO_SI476X; y
FONT_8x16; y; FONT_8x16; y
IRQCHIP; y; IRQCHIP; y
HAVE_CMPXCHG_LOCAL; y; HAVE_CMPXCHG_LOCAL; y
MSND_FIFOSIZE; 1; ; 
DUMMY_CONSOLE_ROWS; 0; DUMMY_CONSOLE_ROWS; 0
SND_SOC_WM9081; y; SND_SOC_WM9081; y
USB_OHCI_LITTLE_ENDIAN; y; USB_OHCI_LITTLE_ENDIAN; y
MTRR_SANITIZER_ENABLE_DEFAULT; 1; MTRR_SANITIZER_ENABLE_DEFAULT; 1
SND_SOC_SPDIF; y; SND_SOC_SPDIF; y
SND_SAMSUNG_SPDIF; y; SND_SAMSUNG_SPDIF; y
PCI_LOCKLESS_CONFIG; y; PCI_LOCKLESS_CONFIG; y
PANEL_LCD_PIN_SDA; 1; ; 
SND_SOC_WM9090; y; SND_SOC_WM9090; y
DEFAULT_NET_SCH; "pfifo_fast"; DEFAULT_NET_SCH; "sfq"
HWMON_VID; y; HWMON_VID; y
HAVE_ARCH_HUGE_VMAP; y; HAVE_ARCH_HUGE_VMAP; y
SERIAL_MPC52xx_CONSOLE_BAUD; 9600; ; 
VIDEOBUF_DMA_CONTIG; y; VIDEOBUF_DMA_CONTIG; y
DQL; y; DQL; y
INPUT_FF_MEMLESS; y; INPUT_FF_MEMLESS; y
SND_SOC_ADS117X; y; SND_SOC_ADS117X; y
SPARSEMEM_EXTREME; y; SPARSEMEM_EXTREME; y
DVB_SP2; y; DVB_SP2; y
MTRR_SANITIZER_SPARE_REG_NR_DEFAULT; 1; MTRR_SANITIZER_SPARE_REG_NR_DEFAULT; 1
EXTRA_FIRMWARE; ""; EXTRA_FIRMWARE; ""
MDIO_DEVICE; y; MDIO_DEVICE; y
VIDEO_SONY_BTF_MPX; y; VIDEO_SONY_BTF_MPX; y
MEDIA_TUNER_MT20XX; y; MEDIA_TUNER_MT20XX; y
EXTRA_FIRMWARE_DIR; ""; ; 
VIDEO_CS5345; y; VIDEO_CS5345; y
DEFAULT_HUNG_TASK_TIMEOUT; 1; DEFAULT_HUNG_TASK_TIMEOUT; 1
FB_BOOT_VESA_SUPPORT; y; FB_BOOT_VESA_SUPPORT; y
SECURITY_TOMOYO_MAX_AUDIT_LOG; 1024; ; 
SND_SOC_SSM2518; y; SND_SOC_SSM2518; y
DVB_OR51211; y; DVB_OR51211; y
KASAN_SHADOW_OFFSET; 0x0; KASAN_SHADOW_OFFSET; 0xdffffc0000000000
HAVE_MOD_ARCH_SPECIFIC; y; HAVE_MOD_ARCH_SPECIFIC; y
SND_SOC_ADAU7002; y; SND_SOC_ADAU7002; y
SND_SOC_WM8782; y; SND_SOC_WM8782; y
SND_SOC_SI476X; y; SND_SOC_SI476X; y
SND_SOC_RL6347A; y; SND_SOC_RL6347A; y
SND_SOC_RT298; y; SND_SOC_RT298; y
SYN_COOKIES; y; SYN_COOKIES; y
SND_PCM_IEC958; y; SND_PCM_IEC958; y
SND_SOC_AK4554; y; SND_SOC_AK4554; y
SND_SOC_AK4535; y; SND_SOC_AK4535; y
INLINE_WRITE_UNLOCK; y; INLINE_WRITE_UNLOCK; y
SCSI_SYM53C8XX_MAX_TAGS; 64; SCSI_SYM53C8XX_MAX_TAGS; 64
SND_SOC_WM8711; y; SND_SOC_WM8711; y
OMAP2_DSS_MIN_FCK_PER_PCK; 1; ; 
VIDEO_TW2804; y; VIDEO_TW2804; y
SND_PCM_ELD; y; SND_PCM_ELD; y
LOCKUP_DETECTOR; y; LOCKUP_DETECTOR; y
MEDIA_TUNER_FC0013; y; MEDIA_TUNER_FC0013; y
AUDIT_WATCH; y; AUDIT_WATCH; y
SND_SOC_MAX98095; y; SND_SOC_MAX98095; y
DVB_STB6100; y; DVB_STB6100; y
CLK_TWL6040; y; CLK_TWL6040; y
HAVE_GENERIC_GUP; y; HAVE_GENERIC_GUP; y
SND_SOC_SN95031; y; SND_SOC_SN95031; y
SND_HDA_DSP_LOADER; y; SND_HDA_DSP_LOADER; y
USB_GADGET_STORAGE_NUM_BUFFERS; 1; USB_GADGET_STORAGE_NUM_BUFFERS; 2
SCSI_NCR53C8XX_SYNC; 20; ; 
DVB_SI21XX; y; DVB_SI21XX; y
CPU_SUP_CENTAUR; y; CPU_SUP_CENTAUR; y
CONSOLE_TRANSLATIONS; y; CONSOLE_TRANSLATIONS; y
DUMMY_CONSOLE_COLUMNS; 160; DUMMY_CONSOLE_COLUMNS; 160
DVB_BCM3510; y; DVB_BCM3510; y
NETFILTER_XT_NAT; y; NETFILTER_XT_NAT; y
SND_SOC_CS35L33; y; SND_SOC_CS35L33; y
HAVE_MIXED_BREAKPOINTS_REGS; y; HAVE_MIXED_BREAKPOINTS_REGS; y
PANEL_LCD_CHARSET; 1; ; 
BLK_MQ_PCI; y; BLK_MQ_PCI; y
DVB_TC90522; y; DVB_TC90522; y
SND_SOC_MAX98504; y; SND_SOC_MAX98504; y
X86_CMOV; y; X86_CMOV; y
CLOCKSOURCE_WATCHDOG; y; CLOCKSOURCE_WATCHDOG; y
CMA_SIZE_MBYTES; 1; CMA_SIZE_MBYTES; 1
RADIO_AZTECH_PORT; 350; ; 
SERIAL_UARTLITE_NR_UARTS; 256; SERIAL_UARTLITE_NR_UARTS; 256
NOUVEAU_DEBUG_DEFAULT; 1; ; 
AIO; y; AIO; y
XEN_BALLOON_MEMORY_HOTPLUG_LIMIT; 0; XEN_BALLOON_MEMORY_HOTPLUG_LIMIT; 0
MTD_PHYSMAP_BANKWIDTH; 2; MTD_PHYSMAP_BANKWIDTH; 2
NOMMU_INITIAL_TRIM_EXCESS; 1; ; 
FB_CFB_FILLRECT; y; FB_CFB_FILLRECT; y
SND_SOC_WM8940; y; SND_SOC_WM8940; y
ADVISE_SYSCALLS; y; ADVISE_SYSCALLS; y
SERIAL_ALTERA_UART_BAUDRATE; 1; SERIAL_ALTERA_UART_BAUDRATE; 1
BOOTPARAM_SOFTLOCKUP_PANIC_VALUE; 1; BOOTPARAM_SOFTLOCKUP_PANIC_VALUE; 0
IOMMU_HELPER; y; IOMMU_HELPER; y
GENERIC_NET_UTILS; y; GENERIC_NET_UTILS; y
DVB_LGDT3306A; y; DVB_LGDT3306A; y
HAVE_C_RECORDMCOUNT; y; HAVE_C_RECORDMCOUNT; y
MAGIC_SYSRQ_DEFAULT_ENABLE; 0x0; ; 
SND_SOC_WM8753; y; SND_SOC_WM8753; y
HAVE_CLK_PREPARE; y; HAVE_CLK_PREPARE; y
DOUBLEFAULT; y; DOUBLEFAULT; y
CRYPTO_ALGAPI2; y; CRYPTO_ALGAPI2; y
RIONET_RX_SIZE; 128; RIONET_RX_SIZE; 128
VIDEOBUF_GEN; y; VIDEOBUF_GEN; y
DVB_STV0900; y; DVB_STV0900; y
SCSI_MPT3SAS_MAX_SGE; 1; SCSI_MPT3SAS_MAX_SGE; 128
NLATTR; y; NLATTR; y
KASAN_INLINE; y; KASAN_INLINE; y
ARCH_HAS_UACCESS_FLUSHCACHE; y; ARCH_HAS_UACCESS_FLUSHCACHE; y
VIDEO_OV7670; y; VIDEO_OV7670; y
PHYSICAL_START; 0x1; PHYSICAL_START; 0x1
SND_SOC_ADAV80X; y; SND_SOC_ADAV80X; y
SND_SOC_RT5514_SPI; y; SND_SOC_RT5514_SPI; y
KDB_DEFAULT_ENABLE; 0x1; ; 
USB_WDM; y; USB_WDM; y
SND_SOC_PCM3168A; y; SND_SOC_PCM3168A; y
MSNDCLAS_IRQ; 5; ; 
SND_SOC_TEGRA20_DAS; y; SND_SOC_TEGRA20_DAS; y
AIC7XXX_CMDS_PER_DEVICE; 0; ; 
STATIC_USERMODEHELPER_PATH; "/sbin/usermode-helper"; ; 
DVB_CX22700; y; DVB_CX22700; y
INITRAMFS_COMPRESSION; ".xz"; ; 
RTLWIFI_PCI; y; RTLWIFI_PCI; y
IIO_KFIFO_BUF; y; IIO_KFIFO_BUF; y
DVB_LG2160; y; DVB_LG2160; y
GPIO_ACPI; y; GPIO_ACPI; y
HAVE_COPY_THREAD_TLS; y; HAVE_COPY_THREAD_TLS; y
AUDIT_TREE; y; AUDIT_TREE; y
ARCH_USE_BUILTIN_BSWAP; y; ARCH_USE_BUILTIN_BSWAP; y
FB_CFB_IMAGEBLIT; y; FB_CFB_IMAGEBLIT; y
NET_EMATCH_STACK; 32; ; 
FB_CFB_COPYAREA; y; FB_CFB_COPYAREA; y
CLOCKSOURCE_VALIDATE_LAST_CYCLE; y; CLOCKSOURCE_VALIDATE_LAST_CYCLE; y
VIDEO_SAA7146; y; VIDEO_SAA7146; y
SND_SOC_AD193X; y; SND_SOC_AD193X; y
IO_DELAY_TYPE_0X80; 0; IO_DELAY_TYPE_0X80; 0
SND_SOC_PCM1681; y; SND_SOC_PCM1681; y
MSNDCLAS_PERM_FILE; "/etc/sound/msndperm.bin"; ; 
MSNDPIN_MPU_IRQ; 1; ; 
; ; SWAP; y
; ; CROSS_MEMORY_ATTACH; y
; ; CONTEXT_TRACKING_FORCE; y
; ; UTS_NS; y
; ; PID_NS; y
; ; NET_NS; y
; ; COMPAT_BRK; y
; ; SLAB_MERGE_DEFAULT; y
; ; TRACEPOINTS; y
; ; UPROBES; y
; ; SECCOMP_FILTER; y
; ; BLK_DEBUG_FS; y
; ; MSDOS_PARTITION; y
; ; EFI_PARTITION; y
; ; IOSCHED_DEADLINE; y
; ; MQ_IOSCHED_DEADLINE; y
; ; MQ_IOSCHED_KYBER; y
; ; X86_MPPARSE; y
; ; RETPOLINE; y
; ; SCHED_OMIT_FRAME_POINTER; y
; ; XEN_DOM0; y
; ; XEN_PVHVM; y
; ; XEN_512GB; y
; ; KVM_GUEST; y
; ; X86_MCE_INTEL; y
; ; X86_MCE_AMD; y
; ; X86_MCE_THRESHOLD; y
; ; X86_THERMAL_VECTOR; y
; ; PERF_EVENTS_INTEL_UNCORE; y
; ; PERF_EVENTS_INTEL_RAPL; y
; ; PERF_EVENTS_INTEL_CSTATE; y
; ; MICROCODE; y
; ; MICROCODE_INTEL; y
; ; MICROCODE_OLD_INTERFACE; y
; ; SPARSEMEM_VMEMMAP; y
; ; COMPACTION; y
; ; BOUNCE; y
; ; ARCH_USES_HIGH_VMA_FLAGS; y
; ; ARCH_HAS_PKEYS; y
; ; MTRR_SANITIZER; y
; ; X86_INTEL_MEMORY_PROTECTION_KEYS; y
; ; SECCOMP; y
; ; RELOCATABLE; y
; ; RANDOMIZE_BASE; y
; ; X86_NEED_RELOCS; y
; ; RANDOMIZE_MEMORY; y
; ; SUSPEND; y
; ; SUSPEND_FREEZER; y
; ; PM_GENERIC_DOMAINS; y
; ; PM_GENERIC_DOMAINS_SLEEP; y
; ; PM_GENERIC_DOMAINS_OF; y
; ; ACPI_SLEEP; y
; ; ACPI_REV_OVERRIDE_POSSIBLE; y
; ; ACPI_AC; y
; ; ACPI_BATTERY; y
; ; ACPI_BUTTON; y
; ; ACPI_FAN; y
; ; ACPI_CPU_FREQ_PSS; y
; ; ACPI_PROCESSOR_IDLE; y
; ; ACPI_PROCESSOR; y
; ; ACPI_THERMAL; y
; ; CPU_IDLE; y
; ; CPU_IDLE_GOV_LADDER; y
; ; XEN_PCIDEV_FRONTEND; y
; ; HT_IRQ; y
; ; PCMCIA_LOAD_CIS; y
; ; CARDBUS; y
; ; BINFMT_ELF; y
; ; ELFCORE; y
; ; CORE_DUMP_DEFAULT_ELF_HEADERS; y
; ; BINFMT_SCRIPT; y
; ; NET_INGRESS; y
; ; INET_TUNNEL; y
; ; INET_XFRM_MODE_TRANSPORT; y
; ; INET_XFRM_MODE_BEET; y
; ; TCP_CONG_BIC; y
; ; TCP_CONG_CUBIC; y
; ; TCP_CONG_WESTWOOD; y
; ; TCP_CONG_HTCP; y
; ; INET6_XFRM_MODE_TRANSPORT; y
; ; INET6_XFRM_MODE_BEET; y
; ; IPV6_SIT; y
; ; IPV6_NDISC_NODETYPE; y
; ; NET_PTP_CLASSIFY; y
; ; NETFILTER_INGRESS; y
; ; NF_CONNTRACK_PROCFS; y
; ; NF_CT_PROTO_DCCP; y
; ; NF_CT_PROTO_SCTP; y
; ; NF_CT_PROTO_UDPLITE; y
; ; NF_NAT_PROTO_DCCP; y
; ; NF_NAT_PROTO_UDPLITE; y
; ; NF_NAT_PROTO_SCTP; y
; ; NETFILTER_XT_MATCH_L2TP; y
; ; BATMAN_ADV_BLA; y
; ; CAN_RAW; y
; ; CAN_BCM; y
; ; CAN_GW; y
; ; CAN_CALC_BITTIMING; y
; ; BT_BREDR; y
; ; BT_HS; y
; ; BT_LE; y
; ; BT_DEBUGFS; y
; ; CFG80211_DEFAULT_PS; y
; ; LWTUNNEL_BPF; y
; ; UEVENT_HELPER; y
; ; PREVENT_FIRMWARE_BUILD; y
; ; FIRMWARE_IN_KERNEL; y
; ; SYS_HYPERVISOR; y
; ; MTD_OF_PARTS; y
; ; MTD_MAP_BANK_WIDTH_1; y
; ; MTD_MAP_BANK_WIDTH_2; y
; ; MTD_CFI_I1; y
; ; MTD_CFI_I2; y
; ; PNP_DEBUG_MESSAGES; y
; ; BLK_DEV; y
; ; XEN_BLKDEV_FRONTEND; y
; ; IDE_GD; y
; ; IDE_GD_ATA; y
; ; IDE_PROC_FS; y
; ; IDEPCI_PCIBUS_ORDER; y
; ; SCSI_PROC_FS; y
; ; SCSI_SAS_HOST_SMP; y
; ; AIC79XX_DEBUG_ENABLE; y
; ; AIC79XX_REG_PRETTY_PRINT; y
; ; AIC94XX_DEBUG; y
; ; HYPERV_STORAGE; y
; ; SCSI_SYM53C8XX_MMIO; y
; ; DM_CACHE_SMQ; y
; ; NET_VENDOR_ADAPTEC; y
; ; NET_VENDOR_AGERE; y
; ; NET_VENDOR_ALACRITECH; y
; ; NET_VENDOR_ALTEON; y
; ; NET_VENDOR_AMAZON; y
; ; NET_VENDOR_AQUANTIA; y
; ; NET_VENDOR_ARC; y
; ; NET_VENDOR_ATHEROS; y
; ; NET_CADENCE; y
; ; TIGON3_HWMON; y
; ; BNX2X_SRIOV; y
; ; BNXT_SRIOV; y
; ; BNXT_FLOWER_OFFLOAD; y
; ; NET_VENDOR_BROCADE; y
; ; NET_VENDOR_CAVIUM; y
; ; NET_VENDOR_CISCO; y
; ; NET_VENDOR_DLINK; y
; ; NET_VENDOR_EMULEX; y
; ; NET_VENDOR_EZCHIP; y
; ; NET_VENDOR_EXAR; y
; ; NET_VENDOR_FREESCALE; y
; ; NET_VENDOR_FUJITSU; y
; ; NET_VENDOR_HISILICON; y
; ; NET_VENDOR_HP; y
; ; NET_VENDOR_HUAWEI; y
; ; E1000E_HWTS; y
; ; IGB_HWMON; y
; ; IGB_DCA; y
; ; IXGBE_HWMON; y
; ; IXGBE_DCA; y
; ; NET_VENDOR_I825XX; y
; ; NET_VENDOR_MARVELL; y
; ; MLXSW_CORE_HWMON; y
; ; MLXSW_CORE_THERMAL; y
; ; MLXSW_SWITCHIB; y
; ; MLXSW_SWITCHX2; y
; ; MLXSW_SPECTRUM_DCB; y
; ; MLXSW_MINIMAL; y
; ; NET_VENDOR_MICREL; y
; ; NET_VENDOR_MICROCHIP; y
; ; MYRI10GE_DCA; y
; ; NET_VENDOR_NATSEMI; y
; ; NFP_APP_FLOWER; y
; ; NET_VENDOR_8390; y
; ; NET_VENDOR_NVIDIA; y
; ; NET_VENDOR_OKI; y
; ; NET_PACKET_ENGINE; y
; ; NET_VENDOR_QUALCOMM; y
; ; NET_VENDOR_REALTEK; y
; ; NET_VENDOR_RENESAS; y
; ; NET_VENDOR_RDC; y
; ; NET_VENDOR_ROCKER; y
; ; NET_VENDOR_SAMSUNG; y
; ; NET_VENDOR_SEEQ; y
; ; NET_VENDOR_SILAN; y
; ; NET_VENDOR_SIS; y
; ; SFC_MTD; y
; ; SFC_MCDI_MON; y
; ; SFC_SRIOV; y
; ; SFC_MCDI_LOGGING; y
; ; NET_VENDOR_STMICRO; y
; ; NET_VENDOR_SUN; y
; ; NET_VENDOR_TEHUTI; y
; ; NET_VENDOR_TI; y
; ; NET_VENDOR_VIA; y
; ; NET_VENDOR_XIRCOM; y
; ; NET_VENDOR_SYNOPSYS; y
; ; USB_BELKIN; y
; ; USB_ARMLINUX; y
; ; WLAN_VENDOR_ADMTEK; y
; ; WIL6210_ISR_COR; y
; ; WIL6210_TRACING; y
; ; WIL6210_DEBUGFS; y
