option,type
IO_STRICT_DEVMEM,BOOL
CAN_GW,TRISTATE
QCOM_EBI2,BOOL
MDIO,TRISTATE
UV_MMTIMER,TRISTATE
BATTERY_DA9150,TRISTATE
SND_SOC_ADAU1977_SPI,TRISTATE
SND_SOC_ES8328_SPI,TRISTATE
HID_NTI,TRISTATE
AD5360,TRISTATE
IRQ_MIPS_CPU,BOOL
DEBUG_TIMEKEEPING,BOOL
EARLY_PRINTK_DBGP,BOOL
ARCH_WANT_COMPAT_IPC_PARSE_VERSION,BOOL
NVM_PBLK,TRISTATE
EARLY_PRINTK_USB,BOOL
CAN_VCAN,TRISTATE
SIMPLE_PM_BUS,BOOL
NET_VENDOR_3COM,BOOL
FB_CMDLINE,BOOL
SND_SOC_IMX_SGTL5000,TRISTATE
SND_SOC_ADAU1977_I2C,TRISTATE
HID_NTRIG,TRISTATE
AD5380,TRISTATE
QUOTACTL,BOOL
SECURITYFS,BOOL
SERIAL_SAMSUNG_UARTS_4,BOOL
ARCH_WANT_OLD_COMPAT_IPC,BOOL
INPUT_LEDS,TRISTATE
CHARGER_AXP20X,TRISTATE
X86_VERBOSE_BOOTUP,BOOL
CAN_VXCAN,TRISTATE
SUNXI_RSB,TRISTATE
EL3,TRISTATE
SND_SOC_ADAU7002,TRISTATE
SND_SOC_SGTL5000,TRISTATE
HID_ORTEK,TRISTATE
SYNC_FILE,BOOL
AD5421,TRISTATE
CLPS711X_IRQCHIP,BOOL
XFS_POSIX_ACL,BOOL
SECCOMP_FILTER,BOOL
MV643XX_ETH,TRISTATE
INPUT_FF_MEMLESS,TRISTATE
SERIAL_SAMSUNG_UARTS,INT
EARLY_PRINTK,BOOL
CAN_SLCAN,TRISTATE
3C515,TRISTATE
TCG_TIS_CORE,TRISTATE
DRM_MIPI_DSI,BOOL
SND_SOC_IMX_SPDIF,TRISTATE
SND_SOC_ADS117X,TRISTATE
HID_PANTHERLORD,TRISTATE
AXP20X_ADC,TRISTATE
AD5446,TRISTATE
OR1K_PIC,BOOL
SERIAL_SAMSUNG_DEBUG,BOOL
SECCOMP,BOOL
MVMDIO,TRISTATE
INPUT_SPARSEKMAP,TRISTATE
CAN_DEV,TRISTATE
PCMCIA_3C574,TRISTATE
TCG_TIS,TRISTATE
BATTERY_AXP20X,TRISTATE
DRM_DP_AUX_CHARDEV,BOOL
SND_SOC_IMX_MC13783,TRISTATE
SND_SOC_AK4535,TRISTATE
PANTHERLORD_FF,BOOL
OMAP_IRQCHIP,BOOL
XFS_WARN,BOOL
GCC_PLUGINS,BOOL
MVNETA_BM_ENABLE,TRISTATE
INPUT_MATRIXKMAP,TRISTATE
AD5449,TRISTATE
CAN_CALC_BITTIMING,BOOL
TCG_TIS_SPI,TRISTATE
DRM_DEBUG_MM,BOOL
SND_SOC_AK4554,TRISTATE
SND_SOC_MC13783,TRISTATE
HID_PENMOUNT,TRISTATE
ORION_IRQCHIP,BOOL
XFS_DEBUG,BOOL
DEBUG_PREEMPT,BOOL
EARLY_PRINTK_EFI,BOOL
SERIAL_SAMSUNG_CONSOLE,BOOL
INPUT_MOUSEDEV,TRISTATE
GCC_PLUGIN_CYC_COMPLEXITY,BOOL
PCMCIA_3C589,TRISTATE
MVNETA,TRISTATE
AXP20X_POWER,TRISTATE
AD5592R_BASE,TRISTATE
CAN_LEDS,BOOL
TEGRA_ACONNECT,TRISTATE
TCG_TIS_I2C_ATMEL,TRISTATE
SND_SOC_FSL_ASOC_CARD,TRISTATE
SND_SOC_AK4613,TRISTATE
HID_PETALYNX,TRISTATE
PIC32_EVIC,BOOL
XFS_ASSERT_FATAL,BOOL
EARLY_PRINTK_USB_XDBC,BOOL
STACKDEPOT,BOOL
MCORE2,BOOL
IP6_NF_MATCH_HL,TRISTATE
SCSI_PROC_FS,BOOL
MDIO_BUS,TRISTATE
PINCTRL_TEGRA124,BOOL
DRA752_THERMAL,BOOL
VIDEO_TUNER,TRISTATE
RADIO_SI4713,TRISTATE
SND_HDSP,TRISTATE
USB_SERIAL_IPW,TRISTATE
MATOM,BOOL
IP6_NF_MATCH_IPV6HEADER,TRISTATE
BLK_DEV_SD,TRISTATE
MDIO_BCM_IPROC,TRISTATE
PINCTRL_TEGRA210,BOOL
EXYNOS_THERMAL,TRISTATE
V4L2_MEM2MEM_DEV,TRISTATE
USB_SI4713,TRISTATE
SND_HDSPM,TRISTATE
USB_SERIAL_WWAN,TRISTATE
X86_GENERIC,BOOL
IP6_NF_MATCH_MH,TRISTATE
MDIO_BUS_MUX,TRISTATE
PINCTRL_TEGRA_XUSB,BOOL
ST_THERMAL,TRISTATE
V4L2_FLASH_LED_CLASS,TRISTATE
I2C_SI4713,TRISTATE
SND_ICE1712,TRISTATE
USB_SERIAL_IUU,TRISTATE
X86_INTERNODE_CACHE_SHIFT,INT
CHR_DEV_ST,TRISTATE
DEBUG_RT_MUTEXES,BOOL
IP6_NF_MATCH_RPFILTER,TRISTATE
MDIO_BUS_MUX_BCM_IPROC,TRISTATE
PINCTRL_TI_IODELAY,TRISTATE
ST_THERMAL_SYSCFG,TRISTATE
PLATFORM_SI4713,TRISTATE
SND_ICE1724,TRISTATE
USB_SERIAL_KEYSPAN_PDA,TRISTATE
LEDS_CLASS_FLASH,TRISTATE
CHR_DEV_OSST,TRISTATE
IP6_NF_MATCH_RT,TRISTATE
MDIO_BUS_MUX_GPIO,TRISTATE
PINCTRL_UNIPHIER,BOOL
ST_THERMAL_MEMMAP,TRISTATE
V4L2_FWNODE,TRISTATE
RADIO_SI476X,TRISTATE
SND_INTEL8X0,TRISTATE
USB_SERIAL_KEYSPAN,TRISTATE
X86_L1_CACHE_SHIFT,INT
BLK_DEV_SR,TRISTATE
IP6_NF_TARGET_HL,TRISTATE
PINCTRL_UNIPHIER_LD4,BOOL
OF_GPIO,BOOL
TANGO_THERMAL,TRISTATE
VIDEOBUF_GEN,TRISTATE
SND_INTEL8X0M,TRISTATE
SND_SOC_SI476X,TRISTATE
USB_SERIAL_KEYSPAN_MPR,BOOL
BLK_DEV_SR_VENDOR,BOOL
MDIO_BUS_MUX_MMIOREG,TRISTATE
IP6_NF_FILTER,TRISTATE
PINCTRL_UNIPHIER_PRO4,BOOL
TEGRA_SOCTHERM,TRISTATE
VIDEOBUF_DMA_SG,TRISTATE
USB_MR800,TRISTATE
SND_KORG1212,TRISTATE
USB_SERIAL_KEYSPAN_USA28,BOOL
CHR_DEV_SG,TRISTATE
MDIO_CAVIUM,TRISTATE
IP6_NF_TARGET_REJECT,TRISTATE
PINCTRL_UNIPHIER_SLD8,BOOL
QCOM_SPMI_TEMP_ALARM,TRISTATE
VIDEOBUF_VMALLOC,TRISTATE
USB_DSBR,TRISTATE
SND_LOLA,TRISTATE
USB_SERIAL_KEYSPAN_USA28X,BOOL
DEBUG_MUTEXES,BOOL
X86_32_SMP,BOOL
SPI_SUN4I,TRISTATE
MMC_S3C_PIO,BOOL
RTC_DRV_FM3130,TRISTATE
SPEAKUP_SYNTH_APOLLO,TRISTATE
NLS_ISO8859_6,TRISTATE
PARPORT_AMIGA,TRISTATE
PATA_BK3710,TRISTATE
TOUCHSCREEN_TS4800,TRISTATE
SERIAL_SIRFSOC,TRISTATE
TCG_TIS_I2C_INFINEON,TRISTATE
VIDEO_SAA7185,TRISTATE
SND_SOC_AK4642,TRISTATE
XEN_SELFBALLOONING,BOOL
GFS2_FS,TRISTATE
X86_64_SMP,BOOL
SPI_SUN6I,TRISTATE
MMC_S3C_DMA,BOOL
RTC_DRV_RX8010,TRISTATE
SPEAKUP_SYNTH_AUDPTR,TRISTATE
NLS_ISO8859_7,TRISTATE
PATA_CMD64X,TRISTATE
SERIAL_SIRFSOC_CONSOLE,BOOL
TCG_TIS_I2C_NUVOTON,TRISTATE
VIDEO_ZORAN_DC10,TRISTATE
SND_SOC_AK4671,TRISTATE
GFS2_FS_LOCKING_DLM,BOOL
X86_32_LAZY_GS,BOOL
PARPORT_MFC3,TRISTATE
SPI_MXS,TRISTATE
MMC_SDRICOH_CS,TRISTATE
RTC_DRV_RX8581,TRISTATE
XEN_TMEM,TRISTATE
SPEAKUP_SYNTH_BNS,TRISTATE
NLS_ISO8859_9,TRISTATE
PATA_CS5520,TRISTATE
TOUCHSCREEN_TSC_SERIO,TRISTATE
SERIAL_TEGRA,TRISTATE
TCG_NSC,TRISTATE
VIDEO_SAA7110,TRISTATE
SND_SOC_AK5386,TRISTATE
OCFS2_FS,TRISTATE
CC_STACKPROTECTOR,BOOL
MODULES,BOOL
SPI_TEGRA114,TRISTATE
RTC_DRV_RX8025,TRISTATE
XEN_BALLOON_MEMORY_HOTPLUG,BOOL
SPEAKUP_SYNTH_DECTLK,TRISTATE
NLS_ISO8859_13,TRISTATE
PATA_CS5530,TRISTATE
TOUCHSCREEN_TSC200X_CORE,TRISTATE
TCG_ATMEL,TRISTATE
VIDEO_ZORAN_LML33,TRISTATE
SND_SOC_ALC5623,TRISTATE
MMC_TMIO_CORE,TRISTATE
TEGRA20_APB_DMA,BOOL
QUOTA,BOOL
ARCH_SUPPORTS_UPROBES,BOOL
PARPORT_ATARI,TRISTATE
SPI_TEGRA20_SFLASH,TRISTATE
RTC_DRV_EM3027,TRISTATE
XEN_BALLOON_MEMORY_HOTPLUG_LIMIT,INT
SPEAKUP_SYNTH_DECEXT,TRISTATE
NLS_ISO8859_14,TRISTATE
PATA_CS5535,TRISTATE
SERIAL_MAX3100,TRISTATE
TCG_INFINEON,TRISTATE
VIDEO_BT819,TRISTATE
SND_SOC_CS35L32,TRISTATE
MMC_TMIO,TRISTATE
QUOTA_TREE,TRISTATE
FIX_EARLYCON_MEM,BOOL
PARPORT_GSC,TRISTATE
TOUCHSCREEN_TSC2004,TRISTATE
RTC_DRV_RV8803,TRISTATE
XEN_SCRUB_PAGES,BOOL
SPEAKUP_SYNTH_DECPC,TRISTATE
NLS_ISO8859_15,TRISTATE
PATA_CS5536,TRISTATE
SERIAL_MAX310X,TRISTATE
SPI_TEGRA20_SLINK,TRISTATE
VIDEO_BT856,TRISTATE
SND_SOC_CS35L33,TRISTATE
MMC_SDHI,TRISTATE
OCFS2_FS_O2CB,TRISTATE
TOUCHSCREEN_TSC2005,TRISTATE
SRCARCH,STRING
PGTABLE_LEVELS,INT
TCG_IBMVTPM,TRISTATE
RTC_DRV_S5M,TRISTATE
XEN_DEV_EVTCHN,TRISTATE
SPEAKUP_SYNTH_DTLK,TRISTATE
NLS_KOI8_R,TRISTATE
PATA_CYPRESS,TRISTATE
SERIAL_DZ,BOOL
SPI_THUNDERX,TRISTATE
VIDEO_ZORAN_LML33R10,TRISTATE
SND_SOC_CS35L34,TRISTATE
MMC_SDHI_SYS_DMAC,TRISTATE
OCFS2_FS_USERSPACE_CLUSTER,TRISTATE
PARPORT_SUNBPP,TRISTATE
TOUCHSCREEN_TSC2007,TRISTATE
TCG_XEN,TRISTATE
XENFS,TRISTATE
SPEAKUP_SYNTH_KEYPC,TRISTATE
NLS_KOI8_U,TRISTATE
PATA_EFAR,TRISTATE
SPI_TOPCLIFF_PCH,TRISTATE
VIDEO_ADV7170,TRISTATE
SND_SOC_CS35L35,TRISTATE
MMC_SDHI_INTERNAL_DMAC,TRISTATE
RTC_DRV_M41T93,TRISTATE
OCFS2_FS_STATS,BOOL
PCI_IMX6,BOOL
MVNETA_BM,TRISTATE
AXP288_CHARGER,TRISTATE
IPV6_MIP6,TRISTATE
VIDEOBUF_DMA_CONTIG,TRISTATE
DRM_DEBUG_MM_SELFTEST,TRISTATE
FB_OMAP2_DSS,TRISTATE
SND_I2S_HI6210_I2S,TRISTATE
DA8XX_REMOTEPROC,TRISTATE
JCORE_AIC,BOOL
X86_PPRO_FENCE,BOOL
MVPP2,TRISTATE
EXTCON_AXP288,TRISTATE
IPV6_ILA,TRISTATE
VIDEOBUF_DVB,TRISTATE
FB_OMAP2_DEBUG_SUPPORT,BOOL
SND_JZ4740_SOC,TRISTATE
KEYSTONE_REMOTEPROC,TRISTATE
RENESAS_INTC_IRQPIN,BOOL
PRIME_NUMBERS,TRISTATE
PCIE_SPEAR13XX,BOOL
PNP,BOOL
PXA168_ETH,TRISTATE
AXP288_FUEL_GAUGE,TRISTATE
NETFILTER,BOOL
VIDEOBUF2_DVB,TRISTATE
DRM_LIB_RANDOM,BOOL
FB_OMAP2_NUM_FBS,INT
SND_JZ4740_SOC_I2S,TRISTATE
QCOM_ADSP_PIL,TRISTATE
RENESAS_IRQC,BOOL
ACPI_GENERIC_GSI,BOOL
X86_F00F_BUG,BOOL
BATTERY_MAX17040,TRISTATE
LWTUNNEL,BOOL
DVB_NET,BOOL
DRM_KMS_HELPER,TRISTATE
FB_OMAP2_DSS_INIT,BOOL
SND_JZ4740_SOC_QI_LB60,TRISTATE
QCOM_SMEM,TRISTATE
ST_IRQCHIP,BOOL
PCI_KEYSTONE,BOOL
ACPI_CCA_REQUIRED,BOOL
X86_INVD_BUG,BOOL
SKGE,TRISTATE
BATTERY_MAX17042,TRISTATE
INET6_TUNNEL,TRISTATE
TTPCI_EEPROM,TRISTATE
DRM_KMS_FB_HELPER,BOOL
FB_OMAP2_DSS_DEBUG,BOOL
RPMSG_QCOM_SMD,TRISTATE
TANGO_IRQ,BOOL
X86_ALIGNMENT_16,BOOL
ACPI_DEBUGGER,BOOL
SKGE_DEBUG,BOOL
BATTERY_MAX1721X,TRISTATE
INET6_XFRM_MODE_TRANSPORT,TRISTATE
DVB_MAX_ADAPTERS,INT
FB_OMAP2_DSS_DEBUGFS,BOOL
FRAMEBUFFER_CONSOLE,BOOL
SND_SOC_JZ4740_CODEC,TRISTATE
RPMSG_QCOM_GLINK_SMEM,TRISTATE
TB10X_IRQC,BOOL
PCI_LAYERSCAPE,BOOL
X86_INTEL_USERCOPY,BOOL
ACPI_DEBUG,BOOL
SKGE_GENESIS,BOOL
BATTERY_Z2,TRISTATE
INET6_XFRM_MODE_TUNNEL,TRISTATE
FB_OMAP2_DSS_COLLECT_IRQ_STATS,BOOL
FRAMEBUFFER_CONSOLE_DETECT_PRIMARY,BOOL
SND_SOC_NUC900,TRISTATE
QCOM_RPROC_COMMON,TRISTATE
TS4800_IRQ,TRISTATE
ACPI_DEBUGGER_USER,TRISTATE
X86_USE_PPRO_CHECKSUM,BOOL
INET6_XFRM_MODE_BEET,TRISTATE
SKY2,TRISTATE
DVB_DYNAMIC_MINORS,BOOL
FB_SYS_FOPS,TRISTATE
FB_OMAP2_DSS_DPI,BOOL
SND_SOC_NUC900_AC97,TRISTATE
QCOM_Q6V5_PIL,TRISTATE
VERSATILE_FPGA_IRQ,BOOL
INPUT_MOUSEDEV_PSAUX,BOOL
TOUCHSCREEN_TSC2007_IIO,BOOL
SPEAKUP_SYNTH_LTLK,TRISTATE
842_COMPRESS,TRISTATE
GCC_PLUGIN_SANCOV,BOOL
CAN_AT91,TRISTATE
SPI_TXX9,TRISTATE
GENERIC_ADC_THERMAL,TRISTATE
SND_SOC_CS42L42,TRISTATE
HID_PICOLCD,TRISTATE
USB_SERIAL_KEYSPAN_USA28XA,BOOL
MMC_CB710,TRISTATE
COMMON_CLK_PWM,TRISTATE
INPUT_MOUSEDEV_SCREEN_X,INT
TOUCHSCREEN_W90X900,TRISTATE
SPEAKUP_SYNTH_SOFT,TRISTATE
842_DECOMPRESS,TRISTATE
GCC_PLUGIN_LATENT_ENTROPY,BOOL
CAN_BFIN,TRISTATE
QCOM_TSENS,TRISTATE
SND_SOC_CS42L51_I2C,TRISTATE
HID_PICOLCD_FB,BOOL
USB_SERIAL_KEYSPAN_USA28XB,BOOL
MMC_VIA_SDMMC,TRISTATE
COMMON_CLK_PXA,BOOL
SPEAKUP_SYNTH_SPKOUT,TRISTATE
CRYPTO_LZ4,TRISTATE
GCC_PLUGIN_STRUCTLEAK,BOOL
TOUCHSCREEN_PCAP,TRISTATE
SPI_XCOMM,TRISTATE
SND_SOC_CS42L52,TRISTATE
HID_PICOLCD_BACKLIGHT,BOOL
USB_SERIAL_KEYSPAN_USA19,BOOL
SDH_BFIN,TRISTATE
COMMON_CLK_PIC32,BOOL
QCOM_QFPROM,TRISTATE
INPUT_MOUSEDEV_SCREEN_Y,INT
SPEAKUP_SYNTH_TXPRT,TRISTATE
CRYPTO_LZ4HC,TRISTATE
GCC_PLUGIN_STRUCTLEAK_BYREF_ALL,BOOL
SPI_XILINX,TRISTATE
ZX2967_THERMAL,TRISTATE
EZX_PCAP,BOOL
SND_SOC_CS42L56,TRISTATE
HID_PICOLCD_LCD,BOOL
USB_SERIAL_KEYSPAN_USA18X,BOOL
COMMON_CLK_OXNAS,BOOL
SPEAKUP_SYNTH_DUMMY,TRISTATE
LZ4HC_COMPRESS,TRISTATE
GCC_PLUGIN_STRUCTLEAK_VERBOSE,BOOL
TOUCHSCREEN_RM_TS,TRISTATE
SPI_XLP,TRISTATE
UNIPHIER_THERMAL,TRISTATE
SND_SOC_CS42L73,TRISTATE
HID_PICOLCD_LEDS,BOOL
USB_SERIAL_KEYSPAN_USA19W,BOOL
SDH_BFIN_MISSING_CMD_PULLUP_WORKAROUND,BOOL
COMMON_CLK_VC5,TRISTATE
INPUT_JOYDEV,TRISTATE
MFD_NVEC,TRISTATE
CRYPTO_DRBG_HMAC,BOOL
GCC_PLUGIN_RANDSTRUCT,BOOL
TOUCHSCREEN_SILEAD,TRISTATE
SPI_XTENSA_XTFPGA,TRISTATE
WATCHDOG_NOWAYOUT,BOOL
SND_SOC_CS4265,TRISTATE
HID_PICOLCD_CIR,BOOL
USB_SERIAL_KEYSPAN_USA19QW,BOOL
MMC_CAVIUM_OCTEON,TRISTATE
CLK_BCM_63XX,BOOL
INPUT_EVDEV,TRISTATE
KEYBOARD_NVEC,TRISTATE
CRYPTO_DRBG_HASH,BOOL
MODVERSIONS,BOOL
TOUCHSCREEN_SIS_I2C,TRISTATE
WATCHDOG_HANDLE_BOOT_ENABLED,BOOL
SND_SOC_CS43130,TRISTATE
HID_PLANTRONICS,TRISTATE
USB_SERIAL_KEYSPAN_USA19QI,BOOL
MMC_CAVIUM_THUNDERX,TRISTATE
INPUT_EVBUG,TRISTATE
SERIO_NVEC_PS2,TRISTATE
CRYPTO_DRBG_CTR,BOOL
GCC_PLUGIN_RANDSTRUCT_PERFORMANCE,BOOL
SPI_ZYNQMP_GQSPI,TRISTATE
WATCHDOG_SYSFS,BOOL
SND_SOC_CS4349,TRISTATE
HID_PRIMAX,TRISTATE
USB_SERIAL_KEYSPAN_USA49W,BOOL
MMC_DW,TRISTATE
COMMON_CLK_IPROC,BOOL
X86_5LEVEL,BOOL
ACPI_SPCR_TABLE,BOOL
BLK_DEV_FD,TRISTATE
CHR_DEV_SCH,TRISTATE
VORTEX,TRISTATE
APPLE_AIRPORT,TRISTATE
MFD_SYSCON,BOOL
FB_CLPS711X_OLD,TRISTATE
AD5592R,TRISTATE
NLS_MAC_ROMAN,TRISTATE
TCG_CRB,TRISTATE
PINCTRL_UNIPHIER_PRO5,BOOL
VIDEO_ZORAN_AVS6EYES,TRISTATE
SND_LX6464ES,TRISTATE
ARCH_TEGRA_210_SOC,BOOL
X86_PTDUMP_CORE,BOOL
ACPI_SLEEP,BOOL
PCI_HISI,BOOL
AMIGA_FLOPPY,TRISTATE
SCSI_ENCLOSURE,TRISTATE
PLX_HERMES,TRISTATE
TYPHOON,TRISTATE
FB_CLPS711X,TRISTATE
RTC_DRV_M41T94,TRISTATE
AD5593R,TRISTATE
NLS_MAC_CELTIC,TRISTATE
TEGRA_GMI,TRISTATE
TCG_VTPM_PROXY,TRISTATE
PINCTRL_UNIPHIER_PXS2,BOOL
VIDEO_BT866,TRISTATE
SND_MAESTRO3,TRISTATE
X86_PTDUMP,TRISTATE
ACPI_PROCFS_POWER,BOOL
PCI_HOST_COMMON,BOOL
ATARI_FLOPPY,TRISTATE
SCSI_SAS_ATTRS,TRISTATE
NET_VENDOR_ADAPTEC,BOOL
TMD_HERMES,TRISTATE
LCD_CLASS_DEVICE,TRISTATE
RTC_DRV_DS1302,TRISTATE
AD5504,TRISTATE
XFS_FS,TRISTATE
UNIPHIER_SYSTEM_BUS,TRISTATE
TCG_TIS_ST33ZP24,TRISTATE
PINCTRL_UNIPHIER_LD6B,BOOL
VIDEO_KS0127,TRISTATE
SND_MAESTRO3_INPUT,BOOL
EFI_PGT_DUMP,BOOL
ACPI_REV_OVERRIDE_POSSIBLE,BOOL
PCIE_QCOM,BOOL
MAC_FLOPPY,TRISTATE
SCSI_CONSTANTS,BOOL
ADAPTEC_STARFIRE,TRISTATE
NORTEL_HERMES,TRISTATE
FB_SA1100,BOOL
RTC_DRV_DS1305,TRISTATE
AD5624R_SPI,TRISTATE
NLS_MAC_CROATIAN,TRISTATE
TCG_TIS_ST33ZP24_I2C,TRISTATE
PINCTRL_UNIPHIER_LD11,BOOL
VIDEO_IVTV,TRISTATE
DEBUG_WX,BOOL
KERNELVERSION,STRING
ACPI_EC_DEBUGFS,TRISTATE
SCSI_LOGGING,BOOL
GRETH,TRISTATE
PCI_HERMES,TRISTATE
FB_IMX,TRISTATE
SND_MIXART,TRISTATE
RTC_DRV_DS1343,TRISTATE
LTC2632,TRISTATE
NLS_MAC_CYRILLIC,TRISTATE
VEXPRESS_CONFIG,BOOL
TCG_TIS_ST33ZP24_SPI,TRISTATE
PINCTRL_UNIPHIER_LD20,BOOL
VIDEO_SAA717X,TRISTATE
ACPI_AC,TRISTATE
PCIE_ARMADA_8K,BOOL
BLK_DEV_SWIM,TRISTATE
SCSI_SCAN_ASYNC,BOOL
NET_VENDOR_AGERE,BOOL
PCMCIA_HERMES,TRISTATE
FB_CYBER2000,TRISTATE
SND_NM256,TRISTATE
RTC_DRV_DS1347,TRISTATE
AD5686,TRISTATE
TELCLOCK,TRISTATE
PINCTRL_UNIPHIER_PXS3,BOOL
VIDEO_SAA7127,TRISTATE
DEFCONFIG_LIST,STRING
PCIE_ARTPEC6,BOOL
AMIGA_Z2RAM,TRISTATE
SCSI_SPI_ATTRS,TRISTATE
PCMCIA_SPECTRUM,TRISTATE
ET131X,TRISTATE
POWER_SUPPLY,BOOL
FB_CYBER2000_DDC,BOOL
SND_PCXHR,TRISTATE
RTC_DRV_DS1390,TRISTATE
DA8XX_MSTPRI,BOOL
DEVPORT,BOOL
PINCTRL_WMT,BOOL
VIDEO_M52790,TRISTATE
AD5755,TRISTATE
ACPI_BATTERY,TRISTATE
GDROM,TRISTATE
SCSI_FC_ATTRS,TRISTATE
NET_VENDOR_ALACRITECH,BOOL
ORINOCO_USB,TRISTATE
FB_CYBER2000_I2C,BOOL
SND_RIPTIDE,TRISTATE
RTC_DRV_MAX6916,TRISTATE
XFS_QUOTA,BOOL
NLS_MAC_ICELAND,TRISTATE
TN3270,TRISTATE
PINCTRL_VT8500,BOOL
VIDEO_WM8739,TRISTATE
AD5761,TRISTATE
PARPORT_AX88796,TRISTATE
BATTERY_S3C_ADC,TRISTATE
XEN_PRIVCMD,TRISTATE
INET6_XFRM_MODE_ROUTEOPTIMIZATION,TRISTATE
CAN_FLEXCAN,TRISTATE
PATA_EP93XX,TRISTATE
SKY2_DEBUG,BOOL
SERIAL_DZ_CONSOLE,BOOL
MDIO_GPIO,TRISTATE
RADIO_MAXIRADIO,TRISTATE
FB_SYS_FILLRECT,TRISTATE
SND_SOC_NUC900EVB,TRISTATE
SND_SOC_CS47L24,TRISTATE
PARPORT_1284,BOOL
BATTERY_TWL4030_MADC,TRISTATE
XEN_COMPAT_XENFS,BOOL
IPV6_VTI,TRISTATE
CAN_GRCAN,TRISTATE
NET_VENDOR_MEDIATEK,BOOL
MDIO_HISI_FEMAC,TRISTATE
SERIAL_ZS,TRISTATE
RADIO_SHARK,TRISTATE
FB_SYS_COPYAREA,TRISTATE
SND_SOC_CS53L30,TRISTATE
DMA_OMAP,TRISTATE
ST_REMOTEPROC,TRISTATE
PNP_DEBUG_MESSAGES,BOOL
XEN_SYS_HYPERVISOR,BOOL
TWL4030_MADC,TRISTATE
IPV6_TUNNEL,TRISTATE
CAN_JANZ_ICAN3,TRISTATE
PATA_FTIDE010,TRISTATE
MDIO_I2C,TRISTATE
SERIAL_ZS_CONSOLE,BOOL
RADIO_SHARK2,TRISTATE
FB_SYS_IMAGEBLIT,TRISTATE
SND_OMAP_SOC_DMIC,TRISTATE
SND_SOC_DA7210,TRISTATE
RPMSG_CHAR,TRISTATE
ISAPNP,BOOL
NET_MEDIATEK_SOC,TRISTATE
CHARGER_88PM860X,TRISTATE
XEN_GNTDEV,TRISTATE
IPV6_NDISC_NODETYPE,BOOL
PATA_HPT366,TRISTATE
MDIO_MOXART,TRISTATE
SERIAL_21285,TRISTATE
MFD_JANZ_CMODIO,TRISTATE
USB_KEENE,TRISTATE
FB_DEFERRED_IO,BOOL
SND_OMAP_SOC_MCBSP,TRISTATE
SND_SOC_DA7218,TRISTATE
RPMSG_QCOM_GLINK_NATIVE,TRISTATE
PNPBIOS,BOOL
NET_VENDOR_MELLANOX,BOOL
CHARGER_PCF50633,TRISTATE
XEN_GRANT_DEV_ALLOC,TRISTATE
IPV6_SIT_6RD,BOOL
CAN_SUN4I,TRISTATE
PATA_HPT37X,TRISTATE
PHYLINK,TRISTATE
USB_RAREMONO,TRISTATE
DRM_FBDEV_EMULATION,BOOL
SND_OMAP_SOC_MCPDM,TRISTATE
SND_SOC_DA732X,TRISTATE
RPMSG_QCOM_GLINK_RPM,TRISTATE
ZSTD_DECOMPRESS,TRISTATE
PNPBIOS_PROC_FS,BOOL
MLX4_EN,TRISTATE
BATTERY_JZ4740,TRISTATE
XEN_PCIDEV_BACKEND,TRISTATE
IPV6_GRE,TRISTATE
PATA_HPT3X2N,TRISTATE
SWPHY,BOOL
SERIAL_21285_CONSOLE,BOOL
DRM_FBDEV_OVERALLOC,INT
SND_OMAP_SOC_HDMI_AUDIO,TRISTATE
SND_SOC_DA9055,TRISTATE
OWL_PM_DOMAINS_HELPER,BOOL
XOR_BLOCKS,TRISTATE
PNPACPI,BOOL
MLX4_CORE,TRISTATE
MFD_JZ4740_ADC,BOOL
USB_MA901,TRISTATE
IPV6_FOU,TRISTATE
PATA_HPT3X3,TRISTATE
LED_TRIGGER_PHY,BOOL
SERIAL_MPSC,BOOL
SND_OMAP_SOC_N810,TRISTATE
SND_SOC_DIO2125,TRISTATE
XEN_PVCALLS_BACKEND,BOOL
OWL_PM_DOMAINS,BOOL
BTRFS_FS_POSIX_ACL,BOOL
BLK_DEV_NULL_BLK,TRISTATE
MLX4_EN_DCB,BOOL
BATTERY_RX51,TRISTATE
RADIO_TEA5764,TRISTATE
DRM_LOAD_EDID_FIRMWARE,BOOL
IPV6_FOU_TUNNEL,TRISTATE
CAN_TI_HECC,TRISTATE
PATA_HPT3X3_DMA,BOOL
SFP,TRISTATE
SERIAL_MPSC_CONSOLE,BOOL
SND_SOC_ES7134,TRISTATE
XEN_SCSI_BACKEND,TRISTATE
MESON_GX_SOCINFO,BOOL
BTRFS_FS_CHECK_INTEGRITY,BOOL
SCSI_ISCSI_ATTRS,TRISTATE
RTC_DRV_R9701,TRISTATE
IOMMU_STRESS,BOOL
IP6_NF_TARGET_SYNPROXY,TRISTATE
CONNECTOR,TRISTATE
TOUCHSCREEN_ST1232,TRISTATE
VERSATILE_FPGA_IRQ_NR,INT
CC_STACKPROTECTOR_NONE,BOOL
SCSI_SAS_LIBSAS,TRISTATE
FB_OMAP2_DSS_RFBI,BOOL
RTC_DRV_RX4581,TRISTATE
IOMMU_LEAK,BOOL
IP6_NF_SECURITY,TRISTATE
PROC_EVENTS,BOOL
TOUCHSCREEN_STMFTS,TRISTATE
XTENSA_MX,BOOL
CC_STACKPROTECTOR_REGULAR,BOOL
SCSI_SAS_ATA,BOOL
FB_OMAP2_DSS_VENC,BOOL
